gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp8-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10781 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1554 / 37500 positions
  played 100 games, 3133 / 37500 positions
  played 150 games, 4722 / 37500 positions
  played 200 games, 6180 / 37500 positions
  played 250 games, 7803 / 37500 positions
  played 300 games, 9307 / 37500 positions
  played 350 games, 10923 / 37500 positions
  played 400 games, 12595 / 37500 positions
  played 450 games, 14173 / 37500 positions
  played 500 games, 15783 / 37500 positions
  played 550 games, 17333 / 37500 positions
  played 600 games, 18995 / 37500 positions
  played 650 games, 20469 / 37500 positions
  played 700 games, 22070 / 37500 positions
  played 750 games, 23645 / 37500 positions
  played 800 games, 25323 / 37500 positions
  played 850 games, 26876 / 37500 positions
  played 900 games, 28522 / 37500 positions
  played 950 games, 30109 / 37500 positions
  played 1000 games, 31601 / 37500 positions
  played 1050 games, 33181 / 37500 positions
  played 1100 games, 34767 / 37500 positions
  played 1150 games, 36261 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp8-3.jnnw
