gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp0-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=31338 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1665 / 25000 positions
  played 100 games, 3237 / 25000 positions
  played 150 games, 4793 / 25000 positions
  played 200 games, 6267 / 25000 positions
  played 250 games, 7741 / 25000 positions
  played 300 games, 9247 / 25000 positions
  played 350 games, 10863 / 25000 positions
  played 400 games, 12457 / 25000 positions
  played 450 games, 14117 / 25000 positions
  played 500 games, 15782 / 25000 positions
  played 550 games, 17340 / 25000 positions
  played 600 games, 18854 / 25000 positions
  played 650 games, 20417 / 25000 positions
  played 700 games, 22053 / 25000 positions
  played 750 games, 23603 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp0-7.jnnw
