gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp3-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=15865 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1637 / 37500 positions
  played 100 games, 3166 / 37500 positions
  played 150 games, 4777 / 37500 positions
  played 200 games, 6238 / 37500 positions
  played 250 games, 7830 / 37500 positions
  played 300 games, 9405 / 37500 positions
  played 350 games, 11043 / 37500 positions
  played 400 games, 12694 / 37500 positions
  played 450 games, 14267 / 37500 positions
  played 500 games, 15795 / 37500 positions
  played 550 games, 17326 / 37500 positions
  played 600 games, 18784 / 37500 positions
  played 650 games, 20419 / 37500 positions
  played 700 games, 21979 / 37500 positions
  played 750 games, 23495 / 37500 positions
  played 800 games, 25215 / 37500 positions
  played 850 games, 26769 / 37500 positions
  played 900 games, 28356 / 37500 positions
  played 950 games, 29896 / 37500 positions
  played 1000 games, 31494 / 37500 positions
  played 1050 games, 32976 / 37500 positions
  played 1100 games, 34548 / 37500 positions
  played 1150 games, 36129 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp3-7.jnnw
