gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp4-8.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=7644 nnue=/root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1562 / 37500 positions
  played 100 games, 3012 / 37500 positions
  played 150 games, 4669 / 37500 positions
  played 200 games, 6222 / 37500 positions
  played 250 games, 7791 / 37500 positions
  played 300 games, 9478 / 37500 positions
  played 350 games, 11181 / 37500 positions
  played 400 games, 12745 / 37500 positions
  played 450 games, 14326 / 37500 positions
  played 500 games, 15936 / 37500 positions
  played 550 games, 17612 / 37500 positions
  played 600 games, 19178 / 37500 positions
  played 650 games, 20756 / 37500 positions
  played 700 games, 22454 / 37500 positions
  played 750 games, 24072 / 37500 positions
  played 800 games, 25658 / 37500 positions
  played 850 games, 27306 / 37500 positions
  played 900 games, 28969 / 37500 positions
  played 950 games, 30508 / 37500 positions
  played 1000 games, 32031 / 37500 positions
  played 1050 games, 33511 / 37500 positions
  played 1100 games, 35055 / 37500 positions
  played 1150 games, 36569 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0223-transfold-loop/artefacts.src/sp4-8.jnnw
