gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=3200077 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1573 / 125000 positions
  played 100 games, 3228 / 125000 positions
  played 150 games, 4818 / 125000 positions
  played 200 games, 6427 / 125000 positions
  played 250 games, 8073 / 125000 positions
  played 300 games, 9691 / 125000 positions
  played 350 games, 11199 / 125000 positions
  played 400 games, 12793 / 125000 positions
  played 450 games, 14437 / 125000 positions
  played 500 games, 15985 / 125000 positions
  played 550 games, 17453 / 125000 positions
  played 600 games, 19049 / 125000 positions
  played 650 games, 20745 / 125000 positions
  played 700 games, 22198 / 125000 positions
  played 750 games, 23766 / 125000 positions
  played 800 games, 25447 / 125000 positions
  played 850 games, 26929 / 125000 positions
  played 900 games, 28517 / 125000 positions
  played 950 games, 30080 / 125000 positions
  played 1000 games, 31542 / 125000 positions
  played 1050 games, 33150 / 125000 positions
  played 1100 games, 34827 / 125000 positions
  played 1150 games, 36345 / 125000 positions
  played 1200 games, 37877 / 125000 positions
  played 1250 games, 39544 / 125000 positions
  played 1300 games, 41113 / 125000 positions
  played 1350 games, 42694 / 125000 positions
  played 1400 games, 44229 / 125000 positions
  played 1450 games, 45825 / 125000 positions
  played 1500 games, 47402 / 125000 positions
  played 1550 games, 49028 / 125000 positions
  played 1600 games, 50625 / 125000 positions
  played 1650 games, 52300 / 125000 positions
  played 1700 games, 53810 / 125000 positions
  played 1750 games, 55455 / 125000 positions
  played 1800 games, 57074 / 125000 positions
  played 1850 games, 58582 / 125000 positions
  played 1900 games, 60112 / 125000 positions
  played 1950 games, 61569 / 125000 positions
  played 2000 games, 63089 / 125000 positions
  played 2050 games, 64598 / 125000 positions
  played 2100 games, 66140 / 125000 positions
  played 2150 games, 67712 / 125000 positions
  played 2200 games, 69328 / 125000 positions
  played 2250 games, 70895 / 125000 positions
  played 2300 games, 72538 / 125000 positions
  played 2350 games, 74184 / 125000 positions
  played 2400 games, 75738 / 125000 positions
  played 2450 games, 77371 / 125000 positions
  played 2500 games, 78924 / 125000 positions
  played 2550 games, 80534 / 125000 positions
  played 2600 games, 82008 / 125000 positions
  played 2650 games, 83567 / 125000 positions
  played 2700 games, 85108 / 125000 positions
  played 2750 games, 86622 / 125000 positions
  played 2800 games, 88089 / 125000 positions
  played 2850 games, 89620 / 125000 positions
  played 2900 games, 91127 / 125000 positions
  played 2950 games, 92608 / 125000 positions
  played 3000 games, 94247 / 125000 positions
  played 3050 games, 95810 / 125000 positions
  played 3100 games, 97436 / 125000 positions
  played 3150 games, 99016 / 125000 positions
  played 3200 games, 100619 / 125000 positions
  played 3250 games, 102147 / 125000 positions
  played 3300 games, 103670 / 125000 positions
  played 3350 games, 105355 / 125000 positions
  played 3400 games, 107005 / 125000 positions
  played 3450 games, 108706 / 125000 positions
  played 3500 games, 110303 / 125000 positions
  played 3550 games, 111850 / 125000 positions
  played 3600 games, 113460 / 125000 positions
  played 3650 games, 115070 / 125000 positions
  played 3700 games, 116738 / 125000 positions
  played 3750 games, 118263 / 125000 positions
  played 3800 games, 119750 / 125000 positions
  played 3850 games, 121348 / 125000 positions
  played 3900 games, 122922 / 125000 positions
  played 3950 games, 124449 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-16.jnnw
