gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-11.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=2200062 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1680 / 125000 positions
  played 100 games, 3382 / 125000 positions
  played 150 games, 5067 / 125000 positions
  played 200 games, 6753 / 125000 positions
  played 250 games, 8261 / 125000 positions
  played 300 games, 9929 / 125000 positions
  played 350 games, 11555 / 125000 positions
  played 400 games, 13146 / 125000 positions
  played 450 games, 14713 / 125000 positions
  played 500 games, 16223 / 125000 positions
  played 550 games, 17846 / 125000 positions
  played 600 games, 19417 / 125000 positions
  played 650 games, 20918 / 125000 positions
  played 700 games, 22538 / 125000 positions
  played 750 games, 24168 / 125000 positions
  played 800 games, 25712 / 125000 positions
  played 850 games, 27304 / 125000 positions
  played 900 games, 28967 / 125000 positions
  played 950 games, 30496 / 125000 positions
  played 1000 games, 32165 / 125000 positions
  played 1050 games, 33626 / 125000 positions
  played 1100 games, 35212 / 125000 positions
  played 1150 games, 36856 / 125000 positions
  played 1200 games, 38478 / 125000 positions
  played 1250 games, 39985 / 125000 positions
  played 1300 games, 41482 / 125000 positions
  played 1350 games, 43109 / 125000 positions
  played 1400 games, 44703 / 125000 positions
  played 1450 games, 46175 / 125000 positions
  played 1500 games, 47737 / 125000 positions
  played 1550 games, 49264 / 125000 positions
  played 1600 games, 50807 / 125000 positions
  played 1650 games, 52418 / 125000 positions
  played 1700 games, 53878 / 125000 positions
  played 1750 games, 55350 / 125000 positions
  played 1800 games, 56944 / 125000 positions
  played 1850 games, 58612 / 125000 positions
  played 1900 games, 60155 / 125000 positions
  played 1950 games, 61651 / 125000 positions
  played 2000 games, 63151 / 125000 positions
  played 2050 games, 64767 / 125000 positions
  played 2100 games, 66313 / 125000 positions
  played 2150 games, 67913 / 125000 positions
  played 2200 games, 69535 / 125000 positions
  played 2250 games, 71241 / 125000 positions
  played 2300 games, 72755 / 125000 positions
  played 2350 games, 74401 / 125000 positions
  played 2400 games, 75908 / 125000 positions
  played 2450 games, 77579 / 125000 positions
  played 2500 games, 79097 / 125000 positions
  played 2550 games, 80680 / 125000 positions
  played 2600 games, 82172 / 125000 positions
  played 2650 games, 83829 / 125000 positions
  played 2700 games, 85391 / 125000 positions
  played 2750 games, 86949 / 125000 positions
  played 2800 games, 88540 / 125000 positions
  played 2850 games, 90120 / 125000 positions
  played 2900 games, 91722 / 125000 positions
  played 2950 games, 93353 / 125000 positions
  played 3000 games, 95057 / 125000 positions
  played 3050 games, 96632 / 125000 positions
  played 3100 games, 98245 / 125000 positions
  played 3150 games, 99808 / 125000 positions
  played 3200 games, 101324 / 125000 positions
  played 3250 games, 102868 / 125000 positions
  played 3300 games, 104424 / 125000 positions
  played 3350 games, 105973 / 125000 positions
  played 3400 games, 107598 / 125000 positions
  played 3450 games, 109288 / 125000 positions
  played 3500 games, 110875 / 125000 positions
  played 3550 games, 112440 / 125000 positions
  played 3600 games, 114041 / 125000 positions
  played 3650 games, 115599 / 125000 positions
  played 3700 games, 117135 / 125000 positions
  played 3750 games, 118759 / 125000 positions
  played 3800 games, 120384 / 125000 positions
  played 3850 games, 122121 / 125000 positions
  played 3900 games, 123700 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-11.jnnw
