gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=1400050 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1586 / 125000 positions
  played 100 games, 3194 / 125000 positions
  played 150 games, 4692 / 125000 positions
  played 200 games, 6263 / 125000 positions
  played 250 games, 7928 / 125000 positions
  played 300 games, 9521 / 125000 positions
  played 350 games, 11062 / 125000 positions
  played 400 games, 12563 / 125000 positions
  played 450 games, 14136 / 125000 positions
  played 500 games, 15747 / 125000 positions
  played 550 games, 17292 / 125000 positions
  played 600 games, 18982 / 125000 positions
  played 650 games, 20524 / 125000 positions
  played 700 games, 22025 / 125000 positions
  played 750 games, 23567 / 125000 positions
  played 800 games, 25161 / 125000 positions
  played 850 games, 26768 / 125000 positions
  played 900 games, 28524 / 125000 positions
  played 950 games, 30157 / 125000 positions
  played 1000 games, 31747 / 125000 positions
  played 1050 games, 33346 / 125000 positions
  played 1100 games, 34907 / 125000 positions
  played 1150 games, 36541 / 125000 positions
  played 1200 games, 38124 / 125000 positions
  played 1250 games, 39652 / 125000 positions
  played 1300 games, 41228 / 125000 positions
  played 1350 games, 42663 / 125000 positions
  played 1400 games, 44135 / 125000 positions
  played 1450 games, 45786 / 125000 positions
  played 1500 games, 47396 / 125000 positions
  played 1550 games, 48979 / 125000 positions
  played 1600 games, 50565 / 125000 positions
  played 1650 games, 52179 / 125000 positions
  played 1700 games, 53766 / 125000 positions
  played 1750 games, 55505 / 125000 positions
  played 1800 games, 57017 / 125000 positions
  played 1850 games, 58693 / 125000 positions
  played 1900 games, 60328 / 125000 positions
  played 1950 games, 61921 / 125000 positions
  played 2000 games, 63473 / 125000 positions
  played 2050 games, 65072 / 125000 positions
  played 2100 games, 66687 / 125000 positions
  played 2150 games, 68423 / 125000 positions
  played 2200 games, 70103 / 125000 positions
  played 2250 games, 71680 / 125000 positions
  played 2300 games, 73238 / 125000 positions
  played 2350 games, 74781 / 125000 positions
  played 2400 games, 76365 / 125000 positions
  played 2450 games, 77927 / 125000 positions
  played 2500 games, 79484 / 125000 positions
  played 2550 games, 81045 / 125000 positions
  played 2600 games, 82651 / 125000 positions
  played 2650 games, 84282 / 125000 positions
  played 2700 games, 85912 / 125000 positions
  played 2750 games, 87505 / 125000 positions
  played 2800 games, 89031 / 125000 positions
  played 2850 games, 90687 / 125000 positions
  played 2900 games, 92211 / 125000 positions
  played 2950 games, 93794 / 125000 positions
  played 3000 games, 95277 / 125000 positions
  played 3050 games, 96868 / 125000 positions
  played 3100 games, 98385 / 125000 positions
  played 3150 games, 99933 / 125000 positions
  played 3200 games, 101497 / 125000 positions
  played 3250 games, 102940 / 125000 positions
  played 3300 games, 104584 / 125000 positions
  played 3350 games, 106176 / 125000 positions
  played 3400 games, 107802 / 125000 positions
  played 3450 games, 109401 / 125000 positions
  played 3500 games, 111042 / 125000 positions
  played 3550 games, 112606 / 125000 positions
  played 3600 games, 114178 / 125000 positions
  played 3650 games, 115802 / 125000 positions
  played 3700 games, 117338 / 125000 positions
  played 3750 games, 118962 / 125000 positions
  played 3800 games, 120548 / 125000 positions
  played 3850 games, 122194 / 125000 positions
  played 3900 games, 123751 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-7.jnnw
