gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=400035 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1599 / 125000 positions
  played 100 games, 3260 / 125000 positions
  played 150 games, 4913 / 125000 positions
  played 200 games, 6620 / 125000 positions
  played 250 games, 8227 / 125000 positions
  played 300 games, 9798 / 125000 positions
  played 350 games, 11334 / 125000 positions
  played 400 games, 12929 / 125000 positions
  played 450 games, 14635 / 125000 positions
  played 500 games, 16212 / 125000 positions
  played 550 games, 17669 / 125000 positions
  played 600 games, 19241 / 125000 positions
  played 650 games, 20869 / 125000 positions
  played 700 games, 22325 / 125000 positions
  played 750 games, 23940 / 125000 positions
  played 800 games, 25428 / 125000 positions
  played 850 games, 27065 / 125000 positions
  played 900 games, 28581 / 125000 positions
  played 950 games, 30239 / 125000 positions
  played 1000 games, 31843 / 125000 positions
  played 1050 games, 33355 / 125000 positions
  played 1100 games, 34860 / 125000 positions
  played 1150 games, 36344 / 125000 positions
  played 1200 games, 37915 / 125000 positions
  played 1250 games, 39471 / 125000 positions
  played 1300 games, 41071 / 125000 positions
  played 1350 games, 42638 / 125000 positions
  played 1400 games, 44266 / 125000 positions
  played 1450 games, 45855 / 125000 positions
  played 1500 games, 47463 / 125000 positions
  played 1550 games, 49007 / 125000 positions
  played 1600 games, 50651 / 125000 positions
  played 1650 games, 52154 / 125000 positions
  played 1700 games, 53702 / 125000 positions
  played 1750 games, 55214 / 125000 positions
  played 1800 games, 56780 / 125000 positions
  played 1850 games, 58365 / 125000 positions
  played 1900 games, 59852 / 125000 positions
  played 1950 games, 61376 / 125000 positions
  played 2000 games, 63164 / 125000 positions
  played 2050 games, 64715 / 125000 positions
  played 2100 games, 66421 / 125000 positions
  played 2150 games, 67950 / 125000 positions
  played 2200 games, 69624 / 125000 positions
  played 2250 games, 71077 / 125000 positions
  played 2300 games, 72659 / 125000 positions
  played 2350 games, 74200 / 125000 positions
  played 2400 games, 75930 / 125000 positions
  played 2450 games, 77435 / 125000 positions
  played 2500 games, 78970 / 125000 positions
  played 2550 games, 80589 / 125000 positions
  played 2600 games, 82190 / 125000 positions
  played 2650 games, 83811 / 125000 positions
  played 2700 games, 85512 / 125000 positions
  played 2750 games, 86897 / 125000 positions
  played 2800 games, 88425 / 125000 positions
  played 2850 games, 89965 / 125000 positions
  played 2900 games, 91477 / 125000 positions
  played 2950 games, 93018 / 125000 positions
  played 3000 games, 94610 / 125000 positions
  played 3050 games, 96156 / 125000 positions
  played 3100 games, 97873 / 125000 positions
  played 3150 games, 99483 / 125000 positions
  played 3200 games, 101134 / 125000 positions
  played 3250 games, 102808 / 125000 positions
  played 3300 games, 104360 / 125000 positions
  played 3350 games, 105943 / 125000 positions
  played 3400 games, 107489 / 125000 positions
  played 3450 games, 109044 / 125000 positions
  played 3500 games, 110505 / 125000 positions
  played 3550 games, 112192 / 125000 positions
  played 3600 games, 113741 / 125000 positions
  played 3650 games, 115264 / 125000 positions
  played 3700 games, 116877 / 125000 positions
  played 3750 games, 118408 / 125000 positions
  played 3800 games, 120080 / 125000 positions
  played 3850 games, 121689 / 125000 positions
  played 3900 games, 123158 / 125000 positions
  played 3950 games, 124655 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-2.jnnw
