gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=1000044 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1694 / 125000 positions
  played 100 games, 3358 / 125000 positions
  played 150 games, 4864 / 125000 positions
  played 200 games, 6363 / 125000 positions
  played 250 games, 7882 / 125000 positions
  played 300 games, 9465 / 125000 positions
  played 350 games, 10953 / 125000 positions
  played 400 games, 12538 / 125000 positions
  played 450 games, 14209 / 125000 positions
  played 500 games, 15876 / 125000 positions
  played 550 games, 17530 / 125000 positions
  played 600 games, 19109 / 125000 positions
  played 650 games, 20776 / 125000 positions
  played 700 games, 22359 / 125000 positions
  played 750 games, 23990 / 125000 positions
  played 800 games, 25574 / 125000 positions
  played 850 games, 27132 / 125000 positions
  played 900 games, 28718 / 125000 positions
  played 950 games, 30195 / 125000 positions
  played 1000 games, 31729 / 125000 positions
  played 1050 games, 33178 / 125000 positions
  played 1100 games, 34676 / 125000 positions
  played 1150 games, 36210 / 125000 positions
  played 1200 games, 37781 / 125000 positions
  played 1250 games, 39290 / 125000 positions
  played 1300 games, 40826 / 125000 positions
  played 1350 games, 42341 / 125000 positions
  played 1400 games, 44058 / 125000 positions
  played 1450 games, 45809 / 125000 positions
  played 1500 games, 47417 / 125000 positions
  played 1550 games, 48976 / 125000 positions
  played 1600 games, 50659 / 125000 positions
  played 1650 games, 52212 / 125000 positions
  played 1700 games, 53875 / 125000 positions
  played 1750 games, 55502 / 125000 positions
  played 1800 games, 57034 / 125000 positions
  played 1850 games, 58606 / 125000 positions
  played 1900 games, 60198 / 125000 positions
  played 1950 games, 61710 / 125000 positions
  played 2000 games, 63336 / 125000 positions
  played 2050 games, 64893 / 125000 positions
  played 2100 games, 66469 / 125000 positions
  played 2150 games, 68034 / 125000 positions
  played 2200 games, 69588 / 125000 positions
  played 2250 games, 71158 / 125000 positions
  played 2300 games, 72755 / 125000 positions
  played 2350 games, 74269 / 125000 positions
  played 2400 games, 75844 / 125000 positions
  played 2450 games, 77415 / 125000 positions
  played 2500 games, 78903 / 125000 positions
  played 2550 games, 80489 / 125000 positions
  played 2600 games, 81981 / 125000 positions
  played 2650 games, 83609 / 125000 positions
  played 2700 games, 85161 / 125000 positions
  played 2750 games, 86775 / 125000 positions
  played 2800 games, 88282 / 125000 positions
  played 2850 games, 89872 / 125000 positions
  played 2900 games, 91369 / 125000 positions
  played 2950 games, 92784 / 125000 positions
  played 3000 games, 94274 / 125000 positions
  played 3050 games, 95824 / 125000 positions
  played 3100 games, 97391 / 125000 positions
  played 3150 games, 99014 / 125000 positions
  played 3200 games, 100551 / 125000 positions
  played 3250 games, 102078 / 125000 positions
  played 3300 games, 103606 / 125000 positions
  played 3350 games, 105055 / 125000 positions
  played 3400 games, 106632 / 125000 positions
  played 3450 games, 108442 / 125000 positions
  played 3500 games, 110011 / 125000 positions
  played 3550 games, 111583 / 125000 positions
  played 3600 games, 113291 / 125000 positions
  played 3650 games, 114847 / 125000 positions
  played 3700 games, 116382 / 125000 positions
  played 3750 games, 117927 / 125000 positions
  played 3800 games, 119552 / 125000 positions
  played 3850 games, 121052 / 125000 positions
  played 3900 games, 122652 / 125000 positions
  played 3950 games, 124291 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0213-genpar-seed-train/artefacts.src/cpx-5.jnnw
