input : /root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/v8-quiet-pv-1M.bin (1000000 records, processing 125001 from offset 625005)
  10000/125001  (8.0%)  rate=63.0 pos/s  eta=30.4 min  skipped=37
  20000/125001  (16.0%)  rate=64.2 pos/s  eta=27.2 min  skipped=66
  30000/125001  (24.0%)  rate=63.5 pos/s  eta=24.9 min  skipped=101
  40000/125001  (32.0%)  rate=64.1 pos/s  eta=22.1 min  skipped=141
  50000/125001  (40.0%)  rate=64.4 pos/s  eta=19.4 min  skipped=175
  60000/125001  (48.0%)  rate=65.1 pos/s  eta=16.6 min  skipped=198
  70000/125001  (56.0%)  rate=64.9 pos/s  eta=14.1 min  skipped=232
  80000/125001  (64.0%)  rate=65.2 pos/s  eta=11.5 min  skipped=273
  90000/125001  (72.0%)  rate=65.2 pos/s  eta=8.9 min  skipped=296
  100000/125001  (80.0%)  rate=65.2 pos/s  eta=6.4 min  skipped=332
  110000/125001  (88.0%)  rate=64.9 pos/s  eta=3.9 min  skipped=369
  120000/125001  (96.0%)  rate=65.0 pos/s  eta=1.3 min  skipped=412
wrote /root/jass/jobs/results/0078-scan-distill-1M-mlp-scaleup/artefacts.src/shard-5.bin (125001 records, 433 skipped)
