input : /root/jass/jobs/results/0056-v8-quiet-pv-1M-v7-labeller/artefacts.src/v8-quiet-pv-1M.bin (1000000 records, processing 125001 from offset 750006)
  10000/125001  (8.0%)  rate=60.4 pos/s  eta=31.7 min  skipped=24
  20000/125001  (16.0%)  rate=61.1 pos/s  eta=28.6 min  skipped=61
  30000/125001  (24.0%)  rate=60.2 pos/s  eta=26.3 min  skipped=96
  40000/125001  (32.0%)  rate=60.8 pos/s  eta=23.3 min  skipped=134
  50000/125001  (40.0%)  rate=61.4 pos/s  eta=20.3 min  skipped=165
  60000/125001  (48.0%)  rate=61.8 pos/s  eta=17.5 min  skipped=194
  70000/125001  (56.0%)  rate=62.0 pos/s  eta=14.8 min  skipped=239
  80000/125001  (64.0%)  rate=62.4 pos/s  eta=12.0 min  skipped=287
  90000/125001  (72.0%)  rate=62.6 pos/s  eta=9.3 min  skipped=328
  100000/125001  (80.0%)  rate=62.9 pos/s  eta=6.6 min  skipped=360
  110000/125001  (88.0%)  rate=62.7 pos/s  eta=4.0 min  skipped=392
  120000/125001  (96.0%)  rate=62.5 pos/s  eta=1.3 min  skipped=441
wrote /root/jass/jobs/results/0078-scan-distill-1M-mlp-scaleup/artefacts.src/shard-6.bin (125001 records, 458 skipped)
