gen-data-wdl: n=62500 out=/root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/dist-4.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=15742 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1441 / 62500 positions
  played 100 games, 2855 / 62500 positions
  played 150 games, 4196 / 62500 positions
  played 200 games, 5581 / 62500 positions
  played 250 games, 6934 / 62500 positions
  played 300 games, 8349 / 62500 positions
  played 350 games, 9759 / 62500 positions
  played 400 games, 11085 / 62500 positions
  played 450 games, 12420 / 62500 positions
  played 500 games, 13799 / 62500 positions
  played 550 games, 15091 / 62500 positions
  played 600 games, 16389 / 62500 positions
  played 650 games, 17748 / 62500 positions
  played 700 games, 19085 / 62500 positions
  played 750 games, 20452 / 62500 positions
  played 800 games, 21768 / 62500 positions
  played 850 games, 23063 / 62500 positions
  played 900 games, 24455 / 62500 positions
  played 950 games, 25739 / 62500 positions
  played 1000 games, 27115 / 62500 positions
  played 1050 games, 28513 / 62500 positions
  played 1100 games, 29808 / 62500 positions
  played 1150 games, 31202 / 62500 positions
  played 1200 games, 32557 / 62500 positions
  played 1250 games, 33852 / 62500 positions
  played 1300 games, 35203 / 62500 positions
  played 1350 games, 36593 / 62500 positions
  played 1400 games, 37939 / 62500 positions
  played 1450 games, 39296 / 62500 positions
  played 1500 games, 40660 / 62500 positions
  played 1550 games, 42004 / 62500 positions
  played 1600 games, 43361 / 62500 positions
  played 1650 games, 44775 / 62500 positions
  played 1700 games, 46176 / 62500 positions
  played 1750 games, 47490 / 62500 positions
  played 1800 games, 48920 / 62500 positions
  played 1850 games, 50231 / 62500 positions
  played 1900 games, 51551 / 62500 positions
  played 1950 games, 52841 / 62500 positions
  played 2000 games, 54145 / 62500 positions
  played 2050 games, 55468 / 62500 positions
  played 2100 games, 56834 / 62500 positions
  played 2150 games, 58213 / 62500 positions
  played 2200 games, 59565 / 62500 positions
  played 2250 games, 60932 / 62500 positions
  played 2300 games, 62280 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/dist-4.jnnw
