gen-data-wdl: n=62500 out=/root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/flat-1.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=3343 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1368 / 62500 positions
  played 100 games, 2677 / 62500 positions
  played 150 games, 4005 / 62500 positions
  played 200 games, 5356 / 62500 positions
  played 250 games, 6795 / 62500 positions
  played 300 games, 8079 / 62500 positions
  played 350 games, 9458 / 62500 positions
  played 400 games, 10782 / 62500 positions
  played 450 games, 12089 / 62500 positions
  played 500 games, 13430 / 62500 positions
  played 550 games, 14763 / 62500 positions
  played 600 games, 16104 / 62500 positions
  played 650 games, 17478 / 62500 positions
  played 700 games, 18837 / 62500 positions
  played 750 games, 20242 / 62500 positions
  played 800 games, 21641 / 62500 positions
  played 850 games, 22953 / 62500 positions
  played 900 games, 24308 / 62500 positions
  played 950 games, 25733 / 62500 positions
  played 1000 games, 27105 / 62500 positions
  played 1050 games, 28475 / 62500 positions
  played 1100 games, 29758 / 62500 positions
  played 1150 games, 31122 / 62500 positions
  played 1200 games, 32436 / 62500 positions
  played 1250 games, 33761 / 62500 positions
  played 1300 games, 35142 / 62500 positions
  played 1350 games, 36529 / 62500 positions
  played 1400 games, 37924 / 62500 positions
  played 1450 games, 39253 / 62500 positions
  played 1500 games, 40612 / 62500 positions
  played 1550 games, 41970 / 62500 positions
  played 1600 games, 43268 / 62500 positions
  played 1650 games, 44564 / 62500 positions
  played 1700 games, 45887 / 62500 positions
  played 1750 games, 47320 / 62500 positions
  played 1800 games, 48680 / 62500 positions
  played 1850 games, 50169 / 62500 positions
  played 1900 games, 51507 / 62500 positions
  played 1950 games, 52852 / 62500 positions
  played 2000 games, 54175 / 62500 positions
  played 2050 games, 55529 / 62500 positions
  played 2100 games, 56952 / 62500 positions
  played 2150 games, 58337 / 62500 positions
  played 2200 games, 59691 / 62500 positions
  played 2250 games, 61109 / 62500 positions
  played 2300 games, 62467 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/flat-1.jnnw
