gen-data-wdl: n=62500 out=/root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/dist-6.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=27545 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1369 / 62500 positions
  played 100 games, 2677 / 62500 positions
  played 150 games, 4006 / 62500 positions
  played 200 games, 5396 / 62500 positions
  played 250 games, 6788 / 62500 positions
  played 300 games, 8171 / 62500 positions
  played 350 games, 9525 / 62500 positions
  played 400 games, 10859 / 62500 positions
  played 450 games, 12157 / 62500 positions
  played 500 games, 13524 / 62500 positions
  played 550 games, 14900 / 62500 positions
  played 600 games, 16241 / 62500 positions
  played 650 games, 17649 / 62500 positions
  played 700 games, 19019 / 62500 positions
  played 750 games, 20359 / 62500 positions
  played 800 games, 21648 / 62500 positions
  played 850 games, 23025 / 62500 positions
  played 900 games, 24377 / 62500 positions
  played 950 games, 25792 / 62500 positions
  played 1000 games, 27095 / 62500 positions
  played 1050 games, 28467 / 62500 positions
  played 1100 games, 29818 / 62500 positions
  played 1150 games, 31162 / 62500 positions
  played 1200 games, 32534 / 62500 positions
  played 1250 games, 33886 / 62500 positions
  played 1300 games, 35263 / 62500 positions
  played 1350 games, 36659 / 62500 positions
  played 1400 games, 38018 / 62500 positions
  played 1450 games, 39361 / 62500 positions
  played 1500 games, 40749 / 62500 positions
  played 1550 games, 42076 / 62500 positions
  played 1600 games, 43339 / 62500 positions
  played 1650 games, 44666 / 62500 positions
  played 1700 games, 46021 / 62500 positions
  played 1750 games, 47393 / 62500 positions
  played 1800 games, 48752 / 62500 positions
  played 1850 games, 50065 / 62500 positions
  played 1900 games, 51423 / 62500 positions
  played 1950 games, 52761 / 62500 positions
  played 2000 games, 54150 / 62500 positions
  played 2050 games, 55455 / 62500 positions
  played 2100 games, 56815 / 62500 positions
  played 2150 games, 58138 / 62500 positions
  played 2200 games, 59474 / 62500 positions
  played 2250 games, 60809 / 62500 positions
  played 2300 games, 62137 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/dist-6.jnnw
