gen-data-wdl: n=62500 out=/root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/flat-3.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=29161 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1331 / 62500 positions
  played 100 games, 2698 / 62500 positions
  played 150 games, 3995 / 62500 positions
  played 200 games, 5304 / 62500 positions
  played 250 games, 6618 / 62500 positions
  played 300 games, 7967 / 62500 positions
  played 350 games, 9233 / 62500 positions
  played 400 games, 10512 / 62500 positions
  played 450 games, 11866 / 62500 positions
  played 500 games, 13206 / 62500 positions
  played 550 games, 14550 / 62500 positions
  played 600 games, 15889 / 62500 positions
  played 650 games, 17241 / 62500 positions
  played 700 games, 18592 / 62500 positions
  played 750 games, 19943 / 62500 positions
  played 800 games, 21205 / 62500 positions
  played 850 games, 22457 / 62500 positions
  played 900 games, 23837 / 62500 positions
  played 950 games, 25243 / 62500 positions
  played 1000 games, 26549 / 62500 positions
  played 1050 games, 27926 / 62500 positions
  played 1100 games, 29268 / 62500 positions
  played 1150 games, 30623 / 62500 positions
  played 1200 games, 31982 / 62500 positions
  played 1250 games, 33398 / 62500 positions
  played 1300 games, 34780 / 62500 positions
  played 1350 games, 36057 / 62500 positions
  played 1400 games, 37449 / 62500 positions
  played 1450 games, 38772 / 62500 positions
  played 1500 games, 40112 / 62500 positions
  played 1550 games, 41480 / 62500 positions
  played 1600 games, 42886 / 62500 positions
  played 1650 games, 44300 / 62500 positions
  played 1700 games, 45660 / 62500 positions
  played 1750 games, 47000 / 62500 positions
  played 1800 games, 48380 / 62500 positions
  played 1850 games, 49730 / 62500 positions
  played 1900 games, 50997 / 62500 positions
  played 1950 games, 52319 / 62500 positions
  played 2000 games, 53677 / 62500 positions
  played 2050 games, 55038 / 62500 positions
  played 2100 games, 56365 / 62500 positions
  played 2150 games, 57755 / 62500 positions
  played 2200 games, 59061 / 62500 positions
  played 2250 games, 60337 / 62500 positions
  played 2300 games, 61751 / 62500 positions
wrote 62500 WDL records to /root/jass/jobs/results/ccx33-0295-tb-conversion-ab/artefacts.src/flat-3.jnnw
