gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp1-7.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=107 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1705 / 37500 positions
  played 100 games, 3535 / 37500 positions
  played 150 games, 5398 / 37500 positions
  played 200 games, 7456 / 37500 positions
  played 250 games, 9272 / 37500 positions
  played 300 games, 11100 / 37500 positions
  played 350 games, 12928 / 37500 positions
  played 400 games, 14736 / 37500 positions
  played 450 games, 16599 / 37500 positions
  played 500 games, 18492 / 37500 positions
  played 550 games, 20372 / 37500 positions
  played 600 games, 22176 / 37500 positions
  played 650 games, 24012 / 37500 positions
  played 700 games, 25799 / 37500 positions
  played 750 games, 27637 / 37500 positions
  played 800 games, 29409 / 37500 positions
  played 850 games, 31351 / 37500 positions
  played 900 games, 33241 / 37500 positions
  played 950 games, 35197 / 37500 positions
  played 1000 games, 37149 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp1-7.jnnw
