gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp2-7.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=207 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1806 / 37500 positions
  played 100 games, 3760 / 37500 positions
  played 150 games, 5541 / 37500 positions
  played 200 games, 7349 / 37500 positions
  played 250 games, 9287 / 37500 positions
  played 300 games, 11141 / 37500 positions
  played 350 games, 12907 / 37500 positions
  played 400 games, 14818 / 37500 positions
  played 450 games, 16570 / 37500 positions
  played 500 games, 18384 / 37500 positions
  played 550 games, 20258 / 37500 positions
  played 600 games, 22291 / 37500 positions
  played 650 games, 24064 / 37500 positions
  played 700 games, 25957 / 37500 positions
  played 750 games, 27890 / 37500 positions
  played 800 games, 29679 / 37500 positions
  played 850 games, 31478 / 37500 positions
  played 900 games, 33368 / 37500 positions
  played 950 games, 35366 / 37500 positions
  played 1000 games, 37119 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp2-7.jnnw
