gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp3-4.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=304 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1817 / 37500 positions
  played 100 games, 3654 / 37500 positions
  played 150 games, 5636 / 37500 positions
  played 200 games, 7492 / 37500 positions
  played 250 games, 9360 / 37500 positions
  played 300 games, 11036 / 37500 positions
  played 350 games, 12860 / 37500 positions
  played 400 games, 14671 / 37500 positions
  played 450 games, 16524 / 37500 positions
  played 500 games, 18318 / 37500 positions
  played 550 games, 20192 / 37500 positions
  played 600 games, 21955 / 37500 positions
  played 650 games, 23715 / 37500 positions
  played 700 games, 25480 / 37500 positions
  played 750 games, 27198 / 37500 positions
  played 800 games, 28960 / 37500 positions
  played 850 games, 30756 / 37500 positions
  played 900 games, 32581 / 37500 positions
  played 950 games, 34440 / 37500 positions
  played 1000 games, 36260 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp3-4.jnnw
