gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp2-1.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=201 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1809 / 37500 positions
  played 100 games, 3582 / 37500 positions
  played 150 games, 5516 / 37500 positions
  played 200 games, 7409 / 37500 positions
  played 250 games, 9226 / 37500 positions
  played 300 games, 11215 / 37500 positions
  played 350 games, 13005 / 37500 positions
  played 400 games, 14844 / 37500 positions
  played 450 games, 16617 / 37500 positions
  played 500 games, 18460 / 37500 positions
  played 550 games, 20302 / 37500 positions
  played 600 games, 22199 / 37500 positions
  played 650 games, 24099 / 37500 positions
  played 700 games, 25966 / 37500 positions
  played 750 games, 27820 / 37500 positions
  played 800 games, 29689 / 37500 positions
  played 850 games, 31480 / 37500 positions
  played 900 games, 33345 / 37500 positions
  played 950 games, 35280 / 37500 positions
  played 1000 games, 37176 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp2-1.jnnw
