gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp3-1.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=301 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1834 / 37500 positions
  played 100 games, 3682 / 37500 positions
  played 150 games, 5538 / 37500 positions
  played 200 games, 7300 / 37500 positions
  played 250 games, 9087 / 37500 positions
  played 300 games, 10824 / 37500 positions
  played 350 games, 12553 / 37500 positions
  played 400 games, 14427 / 37500 positions
  played 450 games, 16218 / 37500 positions
  played 500 games, 18008 / 37500 positions
  played 550 games, 19900 / 37500 positions
  played 600 games, 21821 / 37500 positions
  played 650 games, 23639 / 37500 positions
  played 700 games, 25402 / 37500 positions
  played 750 games, 27259 / 37500 positions
  played 800 games, 29052 / 37500 positions
  played 850 games, 30859 / 37500 positions
  played 900 games, 32716 / 37500 positions
  played 950 games, 34598 / 37500 positions
  played 1000 games, 36416 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp3-1.jnnw
