gen-data-wdl: n=37500 out=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp1-2.jnnw eval_depth=4 play_depth=64 max_plies=200 seed=102 nnue=/root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1795 / 37500 positions
  played 100 games, 3675 / 37500 positions
  played 150 games, 5538 / 37500 positions
  played 200 games, 7393 / 37500 positions
  played 250 games, 9289 / 37500 positions
  played 300 games, 11170 / 37500 positions
  played 350 games, 13023 / 37500 positions
  played 400 games, 14813 / 37500 positions
  played 450 games, 16584 / 37500 positions
  played 500 games, 18433 / 37500 positions
  played 550 games, 20265 / 37500 positions
  played 600 games, 22093 / 37500 positions
  played 650 games, 24002 / 37500 positions
  played 700 games, 25801 / 37500 positions
  played 750 games, 27622 / 37500 positions
  played 800 games, 29427 / 37500 positions
  played 850 games, 31251 / 37500 positions
  played 900 games, 33200 / 37500 positions
  played 950 games, 35113 / 37500 positions
  played 1000 games, 36959 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/0203-scan-recipe-iterated-wdl/artefacts.src/sp1-2.jnnw
