gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp7-15.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=19635 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1573 / 18750 positions
  played 100 games, 3131 / 18750 positions
  played 150 games, 4725 / 18750 positions
  played 200 games, 6339 / 18750 positions
  played 250 games, 7817 / 18750 positions
  played 300 games, 9332 / 18750 positions
  played 350 games, 10864 / 18750 positions
  played 400 games, 12347 / 18750 positions
  played 450 games, 13907 / 18750 positions
  played 500 games, 15333 / 18750 positions
  played 550 games, 16835 / 18750 positions
  played 600 games, 18450 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp7-15.jnnw
