gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp2-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=9671 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1522 / 18750 positions
  played 100 games, 3138 / 18750 positions
  played 150 games, 4683 / 18750 positions
  played 200 games, 6269 / 18750 positions
  played 250 games, 7749 / 18750 positions
  played 300 games, 9308 / 18750 positions
  played 350 games, 10924 / 18750 positions
  played 400 games, 12491 / 18750 positions
  played 450 games, 14113 / 18750 positions
  played 500 games, 15694 / 18750 positions
  played 550 games, 17288 / 18750 positions
  played 600 games, 18750 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp2-1.jnnw
