gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-15.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=24032 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1556 / 18750 positions
  played 100 games, 2977 / 18750 positions
  played 150 games, 4593 / 18750 positions
  played 200 games, 6180 / 18750 positions
  played 250 games, 7812 / 18750 positions
  played 300 games, 9293 / 18750 positions
  played 350 games, 10922 / 18750 positions
  played 400 games, 12537 / 18750 positions
  played 450 games, 14196 / 18750 positions
  played 500 games, 15768 / 18750 positions
  played 550 games, 17396 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-15.jnnw
