gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=22665 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1623 / 18750 positions
  played 100 games, 3171 / 18750 positions
  played 150 games, 4647 / 18750 positions
  played 200 games, 6138 / 18750 positions
  played 250 games, 7693 / 18750 positions
  played 300 games, 9204 / 18750 positions
  played 350 games, 10748 / 18750 positions
  played 400 games, 12294 / 18750 positions
  played 450 games, 13915 / 18750 positions
  played 500 games, 15455 / 18750 positions
  played 550 games, 16918 / 18750 positions
  played 600 games, 18495 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp3-2.jnnw
