gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp1-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=18784 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1576 / 18750 positions
  played 100 games, 3184 / 18750 positions
  played 150 games, 4756 / 18750 positions
  played 200 games, 6433 / 18750 positions
  played 250 games, 8118 / 18750 positions
  played 300 games, 9756 / 18750 positions
  played 350 games, 11269 / 18750 positions
  played 400 games, 12939 / 18750 positions
  played 450 games, 14462 / 18750 positions
  played 500 games, 15987 / 18750 positions
  played 550 games, 17460 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp1-4.jnnw
