gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp4-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=12686 nnue=/root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1630 / 18750 positions
  played 100 games, 3249 / 18750 positions
  played 150 games, 4876 / 18750 positions
  played 200 games, 6377 / 18750 positions
  played 250 games, 7962 / 18750 positions
  played 300 games, 9520 / 18750 positions
  played 350 games, 11116 / 18750 positions
  played 400 games, 12732 / 18750 positions
  played 450 games, 14300 / 18750 positions
  played 500 games, 15885 / 18750 positions
  played 550 games, 17428 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0222-rotfold-loop/artefacts.src/sp4-5.jnnw
