gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29818 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1574 / 125000 positions
  played 100 games, 3195 / 125000 positions
  played 150 games, 4730 / 125000 positions
  played 200 games, 6268 / 125000 positions
  played 250 games, 7889 / 125000 positions
  played 300 games, 9555 / 125000 positions
  played 350 games, 11113 / 125000 positions
  played 400 games, 12656 / 125000 positions
  played 450 games, 14208 / 125000 positions
  played 500 games, 15838 / 125000 positions
  played 550 games, 17359 / 125000 positions
  played 600 games, 18950 / 125000 positions
  played 650 games, 20554 / 125000 positions
  played 700 games, 22149 / 125000 positions
  played 750 games, 23652 / 125000 positions
  played 800 games, 25163 / 125000 positions
  played 850 games, 26735 / 125000 positions
  played 900 games, 28360 / 125000 positions
  played 950 games, 29975 / 125000 positions
  played 1000 games, 31487 / 125000 positions
  played 1050 games, 33183 / 125000 positions
  played 1100 games, 34673 / 125000 positions
  played 1150 games, 36227 / 125000 positions
  played 1200 games, 37845 / 125000 positions
  played 1250 games, 39489 / 125000 positions
  played 1300 games, 41095 / 125000 positions
  played 1350 games, 42708 / 125000 positions
  played 1400 games, 44174 / 125000 positions
  played 1450 games, 45795 / 125000 positions
  played 1500 games, 47365 / 125000 positions
  played 1550 games, 48877 / 125000 positions
  played 1600 games, 50375 / 125000 positions
  played 1650 games, 51919 / 125000 positions
  played 1700 games, 53576 / 125000 positions
  played 1750 games, 54998 / 125000 positions
  played 1800 games, 56604 / 125000 positions
  played 1850 games, 58140 / 125000 positions
  played 1900 games, 59635 / 125000 positions
  played 1950 games, 61238 / 125000 positions
  played 2000 games, 62850 / 125000 positions
  played 2050 games, 64521 / 125000 positions
  played 2100 games, 66208 / 125000 positions
  played 2150 games, 67785 / 125000 positions
  played 2200 games, 69408 / 125000 positions
  played 2250 games, 70933 / 125000 positions
  played 2300 games, 72558 / 125000 positions
  played 2350 games, 74149 / 125000 positions
  played 2400 games, 75703 / 125000 positions
  played 2450 games, 77287 / 125000 positions
  played 2500 games, 78839 / 125000 positions
  played 2550 games, 80343 / 125000 positions
  played 2600 games, 81900 / 125000 positions
  played 2650 games, 83457 / 125000 positions
  played 2700 games, 85071 / 125000 positions
  played 2750 games, 86575 / 125000 positions
  played 2800 games, 88111 / 125000 positions
  played 2850 games, 89680 / 125000 positions
  played 2900 games, 91223 / 125000 positions
  played 2950 games, 92782 / 125000 positions
  played 3000 games, 94321 / 125000 positions
  played 3050 games, 95913 / 125000 positions
  played 3100 games, 97338 / 125000 positions
  played 3150 games, 98746 / 125000 positions
  played 3200 games, 100306 / 125000 positions
  played 3250 games, 101761 / 125000 positions
  played 3300 games, 103394 / 125000 positions
  played 3350 games, 104953 / 125000 positions
  played 3400 games, 106696 / 125000 positions
  played 3450 games, 108284 / 125000 positions
  played 3500 games, 109856 / 125000 positions
  played 3550 games, 111402 / 125000 positions
  played 3600 games, 112948 / 125000 positions
  played 3650 games, 114500 / 125000 positions
  played 3700 games, 116143 / 125000 positions
  played 3750 games, 117720 / 125000 positions
  played 3800 games, 119397 / 125000 positions
  played 3850 games, 121033 / 125000 positions
  played 3900 games, 122634 / 125000 positions
  played 3950 games, 124144 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-16.jnnw
