gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=21190 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1609 / 125000 positions
  played 100 games, 3297 / 125000 positions
  played 150 games, 4861 / 125000 positions
  played 200 games, 6489 / 125000 positions
  played 250 games, 8065 / 125000 positions
  played 300 games, 9682 / 125000 positions
  played 350 games, 11196 / 125000 positions
  played 400 games, 12645 / 125000 positions
  played 450 games, 14214 / 125000 positions
  played 500 games, 15776 / 125000 positions
  played 550 games, 17392 / 125000 positions
  played 600 games, 19028 / 125000 positions
  played 650 games, 20654 / 125000 positions
  played 700 games, 22223 / 125000 positions
  played 750 games, 23776 / 125000 positions
  played 800 games, 25335 / 125000 positions
  played 850 games, 26869 / 125000 positions
  played 900 games, 28562 / 125000 positions
  played 950 games, 30218 / 125000 positions
  played 1000 games, 31886 / 125000 positions
  played 1050 games, 33540 / 125000 positions
  played 1100 games, 35228 / 125000 positions
  played 1150 games, 36857 / 125000 positions
  played 1200 games, 38430 / 125000 positions
  played 1250 games, 39952 / 125000 positions
  played 1300 games, 41386 / 125000 positions
  played 1350 games, 42883 / 125000 positions
  played 1400 games, 44472 / 125000 positions
  played 1450 games, 46198 / 125000 positions
  played 1500 games, 47770 / 125000 positions
  played 1550 games, 49287 / 125000 positions
  played 1600 games, 50855 / 125000 positions
  played 1650 games, 52496 / 125000 positions
  played 1700 games, 54041 / 125000 positions
  played 1750 games, 55698 / 125000 positions
  played 1800 games, 57262 / 125000 positions
  played 1850 games, 58718 / 125000 positions
  played 1900 games, 60228 / 125000 positions
  played 1950 games, 61831 / 125000 positions
  played 2000 games, 63427 / 125000 positions
  played 2050 games, 65078 / 125000 positions
  played 2100 games, 66686 / 125000 positions
  played 2150 games, 68379 / 125000 positions
  played 2200 games, 69868 / 125000 positions
  played 2250 games, 71485 / 125000 positions
  played 2300 games, 72994 / 125000 positions
  played 2350 games, 74658 / 125000 positions
  played 2400 games, 76230 / 125000 positions
  played 2450 games, 77791 / 125000 positions
  played 2500 games, 79340 / 125000 positions
  played 2550 games, 80882 / 125000 positions
  played 2600 games, 82430 / 125000 positions
  played 2650 games, 83931 / 125000 positions
  played 2700 games, 85537 / 125000 positions
  played 2750 games, 87075 / 125000 positions
  played 2800 games, 88697 / 125000 positions
  played 2850 games, 90358 / 125000 positions
  played 2900 games, 91987 / 125000 positions
  played 2950 games, 93621 / 125000 positions
  played 3000 games, 95262 / 125000 positions
  played 3050 games, 96890 / 125000 positions
  played 3100 games, 98553 / 125000 positions
  played 3150 games, 100098 / 125000 positions
  played 3200 games, 101567 / 125000 positions
  played 3250 games, 103309 / 125000 positions
  played 3300 games, 104954 / 125000 positions
  played 3350 games, 106497 / 125000 positions
  played 3400 games, 108001 / 125000 positions
  played 3450 games, 109623 / 125000 positions
  played 3500 games, 111230 / 125000 positions
  played 3550 games, 112842 / 125000 positions
  played 3600 games, 114407 / 125000 positions
  played 3650 games, 115969 / 125000 positions
  played 3700 games, 117471 / 125000 positions
  played 3750 games, 119069 / 125000 positions
  played 3800 games, 120645 / 125000 positions
  played 3850 games, 122119 / 125000 positions
  played 3900 games, 123687 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-6.jnnw
