gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-9.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=20521 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1766 / 125000 positions
  played 100 games, 3389 / 125000 positions
  played 150 games, 4945 / 125000 positions
  played 200 games, 6480 / 125000 positions
  played 250 games, 8117 / 125000 positions
  played 300 games, 9753 / 125000 positions
  played 350 games, 11229 / 125000 positions
  played 400 games, 12702 / 125000 positions
  played 450 games, 14195 / 125000 positions
  played 500 games, 15799 / 125000 positions
  played 550 games, 17379 / 125000 positions
  played 600 games, 18869 / 125000 positions
  played 650 games, 20504 / 125000 positions
  played 700 games, 22026 / 125000 positions
  played 750 games, 23817 / 125000 positions
  played 800 games, 25627 / 125000 positions
  played 850 games, 27300 / 125000 positions
  played 900 games, 28912 / 125000 positions
  played 950 games, 30578 / 125000 positions
  played 1000 games, 32244 / 125000 positions
  played 1050 games, 33822 / 125000 positions
  played 1100 games, 35331 / 125000 positions
  played 1150 games, 36959 / 125000 positions
  played 1200 games, 38584 / 125000 positions
  played 1250 games, 40168 / 125000 positions
  played 1300 games, 41731 / 125000 positions
  played 1350 games, 43306 / 125000 positions
  played 1400 games, 44860 / 125000 positions
  played 1450 games, 46468 / 125000 positions
  played 1500 games, 48030 / 125000 positions
  played 1550 games, 49585 / 125000 positions
  played 1600 games, 51061 / 125000 positions
  played 1650 games, 52654 / 125000 positions
  played 1700 games, 54269 / 125000 positions
  played 1750 games, 55867 / 125000 positions
  played 1800 games, 57388 / 125000 positions
  played 1850 games, 59060 / 125000 positions
  played 1900 games, 60673 / 125000 positions
  played 1950 games, 62248 / 125000 positions
  played 2000 games, 63768 / 125000 positions
  played 2050 games, 65354 / 125000 positions
  played 2100 games, 67007 / 125000 positions
  played 2150 games, 68672 / 125000 positions
  played 2200 games, 70224 / 125000 positions
  played 2250 games, 71798 / 125000 positions
  played 2300 games, 73311 / 125000 positions
  played 2350 games, 74921 / 125000 positions
  played 2400 games, 76517 / 125000 positions
  played 2450 games, 78031 / 125000 positions
  played 2500 games, 79608 / 125000 positions
  played 2550 games, 81319 / 125000 positions
  played 2600 games, 82940 / 125000 positions
  played 2650 games, 84513 / 125000 positions
  played 2700 games, 86044 / 125000 positions
  played 2750 games, 87778 / 125000 positions
  played 2800 games, 89291 / 125000 positions
  played 2850 games, 90844 / 125000 positions
  played 2900 games, 92377 / 125000 positions
  played 2950 games, 93953 / 125000 positions
  played 3000 games, 95688 / 125000 positions
  played 3050 games, 97302 / 125000 positions
  played 3100 games, 98948 / 125000 positions
  played 3150 games, 100527 / 125000 positions
  played 3200 games, 102083 / 125000 positions
  played 3250 games, 103870 / 125000 positions
  played 3300 games, 105340 / 125000 positions
  played 3350 games, 106924 / 125000 positions
  played 3400 games, 108539 / 125000 positions
  played 3450 games, 110167 / 125000 positions
  played 3500 games, 111742 / 125000 positions
  played 3550 games, 113290 / 125000 positions
  played 3600 games, 114952 / 125000 positions
  played 3650 games, 116604 / 125000 positions
  played 3700 games, 118211 / 125000 positions
  played 3750 games, 119938 / 125000 positions
  played 3800 games, 121514 / 125000 positions
  played 3850 games, 123136 / 125000 positions
  played 3900 games, 124678 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-9.jnnw
