gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=6304 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1508 / 125000 positions
  played 100 games, 3041 / 125000 positions
  played 150 games, 4617 / 125000 positions
  played 200 games, 6197 / 125000 positions
  played 250 games, 7803 / 125000 positions
  played 300 games, 9287 / 125000 positions
  played 350 games, 10923 / 125000 positions
  played 400 games, 12505 / 125000 positions
  played 450 games, 14100 / 125000 positions
  played 500 games, 15608 / 125000 positions
  played 550 games, 17241 / 125000 positions
  played 600 games, 18723 / 125000 positions
  played 650 games, 20281 / 125000 positions
  played 700 games, 21958 / 125000 positions
  played 750 games, 23486 / 125000 positions
  played 800 games, 25143 / 125000 positions
  played 850 games, 26742 / 125000 positions
  played 900 games, 28349 / 125000 positions
  played 950 games, 30034 / 125000 positions
  played 1000 games, 31670 / 125000 positions
  played 1050 games, 33242 / 125000 positions
  played 1100 games, 34777 / 125000 positions
  played 1150 games, 36361 / 125000 positions
  played 1200 games, 37839 / 125000 positions
  played 1250 games, 39387 / 125000 positions
  played 1300 games, 41008 / 125000 positions
  played 1350 games, 42689 / 125000 positions
  played 1400 games, 44185 / 125000 positions
  played 1450 games, 45808 / 125000 positions
  played 1500 games, 47370 / 125000 positions
  played 1550 games, 48944 / 125000 positions
  played 1600 games, 50634 / 125000 positions
  played 1650 games, 52136 / 125000 positions
  played 1700 games, 53671 / 125000 positions
  played 1750 games, 55223 / 125000 positions
  played 1800 games, 56746 / 125000 positions
  played 1850 games, 58235 / 125000 positions
  played 1900 games, 59708 / 125000 positions
  played 1950 games, 61273 / 125000 positions
  played 2000 games, 62912 / 125000 positions
  played 2050 games, 64503 / 125000 positions
  played 2100 games, 66053 / 125000 positions
  played 2150 games, 67512 / 125000 positions
  played 2200 games, 69156 / 125000 positions
  played 2250 games, 70905 / 125000 positions
  played 2300 games, 72482 / 125000 positions
  played 2350 games, 73995 / 125000 positions
  played 2400 games, 75597 / 125000 positions
  played 2450 games, 77301 / 125000 positions
  played 2500 games, 78824 / 125000 positions
  played 2550 games, 80306 / 125000 positions
  played 2600 games, 81797 / 125000 positions
  played 2650 games, 83315 / 125000 positions
  played 2700 games, 84802 / 125000 positions
  played 2750 games, 86449 / 125000 positions
  played 2800 games, 88032 / 125000 positions
  played 2850 games, 89624 / 125000 positions
  played 2900 games, 91179 / 125000 positions
  played 2950 games, 92796 / 125000 positions
  played 3000 games, 94442 / 125000 positions
  played 3050 games, 96024 / 125000 positions
  played 3100 games, 97554 / 125000 positions
  played 3150 games, 99097 / 125000 positions
  played 3200 games, 100682 / 125000 positions
  played 3250 games, 102298 / 125000 positions
  played 3300 games, 103807 / 125000 positions
  played 3350 games, 105456 / 125000 positions
  played 3400 games, 106999 / 125000 positions
  played 3450 games, 108491 / 125000 positions
  played 3500 games, 110014 / 125000 positions
  played 3550 games, 111629 / 125000 positions
  played 3600 games, 113187 / 125000 positions
  played 3650 games, 114704 / 125000 positions
  played 3700 games, 116281 / 125000 positions
  played 3750 games, 117885 / 125000 positions
  played 3800 games, 119479 / 125000 positions
  played 3850 games, 121017 / 125000 positions
  played 3900 games, 122714 / 125000 positions
  played 3950 games, 124363 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-5.jnnw
