gen-data-wdl: n=125000 out=/root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=11476 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1574 / 125000 positions
  played 100 games, 3195 / 125000 positions
  played 150 games, 4801 / 125000 positions
  played 200 games, 6372 / 125000 positions
  played 250 games, 8036 / 125000 positions
  played 300 games, 9651 / 125000 positions
  played 350 games, 11207 / 125000 positions
  played 400 games, 12736 / 125000 positions
  played 450 games, 14333 / 125000 positions
  played 500 games, 15961 / 125000 positions
  played 550 games, 17570 / 125000 positions
  played 600 games, 19177 / 125000 positions
  played 650 games, 20860 / 125000 positions
  played 700 games, 22360 / 125000 positions
  played 750 games, 23973 / 125000 positions
  played 800 games, 25472 / 125000 positions
  played 850 games, 27148 / 125000 positions
  played 900 games, 28772 / 125000 positions
  played 950 games, 30345 / 125000 positions
  played 1000 games, 31923 / 125000 positions
  played 1050 games, 33516 / 125000 positions
  played 1100 games, 35155 / 125000 positions
  played 1150 games, 36753 / 125000 positions
  played 1200 games, 38291 / 125000 positions
  played 1250 games, 39905 / 125000 positions
  played 1300 games, 41425 / 125000 positions
  played 1350 games, 43048 / 125000 positions
  played 1400 games, 44661 / 125000 positions
  played 1450 games, 46239 / 125000 positions
  played 1500 games, 47836 / 125000 positions
  played 1550 games, 49507 / 125000 positions
  played 1600 games, 51106 / 125000 positions
  played 1650 games, 52593 / 125000 positions
  played 1700 games, 54247 / 125000 positions
  played 1750 games, 55880 / 125000 positions
  played 1800 games, 57420 / 125000 positions
  played 1850 games, 58969 / 125000 positions
  played 1900 games, 60585 / 125000 positions
  played 1950 games, 62179 / 125000 positions
  played 2000 games, 63742 / 125000 positions
  played 2050 games, 65368 / 125000 positions
  played 2100 games, 66961 / 125000 positions
  played 2150 games, 68650 / 125000 positions
  played 2200 games, 70177 / 125000 positions
  played 2250 games, 71806 / 125000 positions
  played 2300 games, 73316 / 125000 positions
  played 2350 games, 74878 / 125000 positions
  played 2400 games, 76333 / 125000 positions
  played 2450 games, 77888 / 125000 positions
  played 2500 games, 79467 / 125000 positions
  played 2550 games, 81024 / 125000 positions
  played 2600 games, 82604 / 125000 positions
  played 2650 games, 84180 / 125000 positions
  played 2700 games, 85795 / 125000 positions
  played 2750 games, 87382 / 125000 positions
  played 2800 games, 89022 / 125000 positions
  played 2850 games, 90654 / 125000 positions
  played 2900 games, 92296 / 125000 positions
  played 2950 games, 93817 / 125000 positions
  played 3000 games, 95455 / 125000 positions
  played 3050 games, 97028 / 125000 positions
  played 3100 games, 98551 / 125000 positions
  played 3150 games, 100048 / 125000 positions
  played 3200 games, 101495 / 125000 positions
  played 3250 games, 103167 / 125000 positions
  played 3300 games, 104804 / 125000 positions
  played 3350 games, 106465 / 125000 positions
  played 3400 games, 107995 / 125000 positions
  played 3450 games, 109673 / 125000 positions
  played 3500 games, 111284 / 125000 positions
  played 3550 games, 112764 / 125000 positions
  played 3600 games, 114455 / 125000 positions
  played 3650 games, 116012 / 125000 positions
  played 3700 games, 117550 / 125000 positions
  played 3750 games, 119164 / 125000 positions
  played 3800 games, 120788 / 125000 positions
  played 3850 games, 122351 / 125000 positions
  played 3900 games, 123936 / 125000 positions
wrote 125000 WDL records to /root/jass/jobs/results/cpx62-0242-bucket-coverage/artefacts.src/sp-4.jnnw
