gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-4.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=7582 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1624 / 18750 positions
  played 100 games, 3159 / 18750 positions
  played 150 games, 4882 / 18750 positions
  played 200 games, 6537 / 18750 positions
  played 250 games, 8211 / 18750 positions
  played 300 games, 9855 / 18750 positions
  played 350 games, 11558 / 18750 positions
  played 400 games, 13138 / 18750 positions
  played 450 games, 14703 / 18750 positions
  played 500 games, 16456 / 18750 positions
  played 550 games, 18079 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-4.jnnw
