gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp1-1.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=28369 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1793 / 18750 positions
  played 100 games, 3536 / 18750 positions
  played 150 games, 5292 / 18750 positions
  played 200 games, 6961 / 18750 positions
  played 250 games, 8684 / 18750 positions
  played 300 games, 10310 / 18750 positions
  played 350 games, 11925 / 18750 positions
  played 400 games, 13620 / 18750 positions
  played 450 games, 15407 / 18750 positions
  played 500 games, 17222 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp1-1.jnnw
