gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-9.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=1560 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1537 / 18750 positions
  played 100 games, 3090 / 18750 positions
  played 150 games, 4697 / 18750 positions
  played 200 games, 6401 / 18750 positions
  played 250 games, 8113 / 18750 positions
  played 300 games, 9761 / 18750 positions
  played 350 games, 11353 / 18750 positions
  played 400 games, 13156 / 18750 positions
  played 450 games, 14812 / 18750 positions
  played 500 games, 16477 / 18750 positions
  played 550 games, 18027 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp2-9.jnnw
