gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp7-6.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=24158 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1603 / 18750 positions
  played 100 games, 3280 / 18750 positions
  played 150 games, 4995 / 18750 positions
  played 200 games, 6701 / 18750 positions
  played 250 games, 8462 / 18750 positions
  played 300 games, 10134 / 18750 positions
  played 350 games, 11770 / 18750 positions
  played 400 games, 13455 / 18750 positions
  played 450 games, 15108 / 18750 positions
  played 500 games, 16843 / 18750 positions
  played 550 games, 18518 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp7-6.jnnw
