gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp5-7.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=14819 nnue=/root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1561 / 18750 positions
  played 100 games, 3276 / 18750 positions
  played 150 games, 4962 / 18750 positions
  played 200 games, 6627 / 18750 positions
  played 250 games, 8258 / 18750 positions
  played 300 games, 10112 / 18750 positions
  played 350 games, 11847 / 18750 positions
  played 400 games, 13483 / 18750 positions
  played 450 games, 15079 / 18750 positions
  played 500 games, 16854 / 18750 positions
  played 550 games, 18436 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0228-fullfold-mt30/artefacts.src/sp5-7.jnnw
