0	0	0	0	NA	trainfail
1	0	0	1	NA	trainfail
0	1	0	1	NA	trainfail
1	1	0	0	NA	trainfail
0	0	1	1	NA	trainfail
1	0	1	0	NA	trainfail
0	1	1	0	NA	trainfail
1	1	1	1	NA	trainfail
