input : /root/jass/jobs/results/0014-fetch-master-games/artefacts.src/master-1600.jnnw (4738008 records, processing 592251 from offset 4145757, drop_skipped=True)
  1000/592251  (0.2%)  rate=222.9 pos/s  eta=44.2 min  written=998 skipped=2
  2000/592251  (0.3%)  rate=222.2 pos/s  eta=44.3 min  written=1990 skipped=10
  3000/592251  (0.5%)  rate=228.7 pos/s  eta=42.9 min  written=2985 skipped=15
  4000/592251  (0.7%)  rate=225.3 pos/s  eta=43.5 min  written=3979 skipped=21
  5000/592251  (0.8%)  rate=231.5 pos/s  eta=42.3 min  written=4971 skipped=29
  6000/592251  (1.0%)  rate=236.4 pos/s  eta=41.3 min  written=5965 skipped=35
  7000/592251  (1.2%)  rate=241.6 pos/s  eta=40.4 min  written=6958 skipped=42
  8000/592251  (1.4%)  rate=242.5 pos/s  eta=40.1 min  written=7951 skipped=49
  9000/592251  (1.5%)  rate=241.8 pos/s  eta=40.2 min  written=8942 skipped=58
  10000/592251  (1.7%)  rate=242.9 pos/s  eta=39.9 min  written=9933 skipped=67
  11000/592251  (1.9%)  rate=244.1 pos/s  eta=39.7 min  written=10924 skipped=76
  12000/592251  (2.0%)  rate=242.4 pos/s  eta=39.9 min  written=11917 skipped=83
  13000/592251  (2.2%)  rate=241.0 pos/s  eta=40.1 min  written=12910 skipped=90
  14000/592251  (2.4%)  rate=240.4 pos/s  eta=40.1 min  written=13905 skipped=95
  15000/592251  (2.5%)  rate=237.2 pos/s  eta=40.6 min  written=14899 skipped=101
  16000/592251  (2.7%)  rate=235.1 pos/s  eta=40.9 min  written=15892 skipped=108
  17000/592251  (2.9%)  rate=236.7 pos/s  eta=40.5 min  written=16886 skipped=114
  18000/592251  (3.0%)  rate=236.6 pos/s  eta=40.5 min  written=17880 skipped=120
  19000/592251  (3.2%)  rate=237.4 pos/s  eta=40.2 min  written=18875 skipped=125
  20000/592251  (3.4%)  rate=236.7 pos/s  eta=40.3 min  written=19870 skipped=130
  21000/592251  (3.5%)  rate=236.8 pos/s  eta=40.2 min  written=20864 skipped=136
  23000/592251  (3.9%)  rate=235.5 pos/s  eta=40.3 min  written=22851 skipped=149
  24000/592251  (4.1%)  rate=235.7 pos/s  eta=40.2 min  written=23845 skipped=155
  25000/592251  (4.2%)  rate=235.0 pos/s  eta=40.2 min  written=24843 skipped=157
  26000/592251  (4.4%)  rate=234.6 pos/s  eta=40.2 min  written=25840 skipped=160
  30000/592251  (5.1%)  rate=235.0 pos/s  eta=39.9 min  written=29814 skipped=186
  31000/592251  (5.2%)  rate=234.3 pos/s  eta=39.9 min  written=30813 skipped=187
  32000/592251  (5.4%)  rate=234.5 pos/s  eta=39.8 min  written=31808 skipped=192
  33000/592251  (5.6%)  rate=234.6 pos/s  eta=39.7 min  written=32801 skipped=199
  35000/592251  (5.9%)  rate=233.3 pos/s  eta=39.8 min  written=34779 skipped=221
  37000/592251  (6.2%)  rate=233.5 pos/s  eta=39.6 min  written=36766 skipped=234
  38000/592251  (6.4%)  rate=233.2 pos/s  eta=39.6 min  written=37759 skipped=241
  39000/592251  (6.6%)  rate=232.6 pos/s  eta=39.6 min  written=38750 skipped=250
  40000/592251  (6.8%)  rate=232.8 pos/s  eta=39.5 min  written=39745 skipped=255
  41000/592251  (6.9%)  rate=232.3 pos/s  eta=39.6 min  written=40740 skipped=260
  43000/592251  (7.3%)  rate=231.6 pos/s  eta=39.5 min  written=42728 skipped=272
  44000/592251  (7.4%)  rate=231.6 pos/s  eta=39.5 min  written=43726 skipped=274
  45000/592251  (7.6%)  rate=231.2 pos/s  eta=39.4 min  written=44725 skipped=275
  46000/592251  (7.8%)  rate=231.5 pos/s  eta=39.3 min  written=45723 skipped=277
  47000/592251  (7.9%)  rate=231.1 pos/s  eta=39.3 min  written=46713 skipped=287
  48000/592251  (8.1%)  rate=231.8 pos/s  eta=39.1 min  written=47710 skipped=290
  50000/592251  (8.4%)  rate=231.7 pos/s  eta=39.0 min  written=49699 skipped=301
  52000/592251  (8.8%)  rate=231.9 pos/s  eta=38.8 min  written=51687 skipped=313
  53000/592251  (8.9%)  rate=232.1 pos/s  eta=38.7 min  written=52686 skipped=314
  54000/592251  (9.1%)  rate=231.8 pos/s  eta=38.7 min  written=53679 skipped=321
  55000/592251  (9.3%)  rate=231.7 pos/s  eta=38.6 min  written=54678 skipped=322
  56000/592251  (9.5%)  rate=231.5 pos/s  eta=38.6 min  written=55676 skipped=324
  57000/592251  (9.6%)  rate=231.4 pos/s  eta=38.5 min  written=56666 skipped=334
