gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0217-elo-loop-mt30/artefacts.src/sp1-1.jnnw eval_depth=8 play_depth=8 max_plies=200 seed=111 nnue=/root/jass/jobs/results/cpx62-0217-elo-loop-mt30/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=30
  played 50 games, 1754 / 18750 positions
  played 100 games, 3500 / 18750 positions
  played 150 games, 5195 / 18750 positions
  played 200 games, 6886 / 18750 positions
  played 250 games, 8607 / 18750 positions
  played 300 games, 10234 / 18750 positions
  played 350 games, 11963 / 18750 positions
  played 400 games, 13697 / 18750 positions
  played 450 games, 15226 / 18750 positions
  played 500 games, 16965 / 18750 positions
  played 550 games, 18697 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0217-elo-loop-mt30/artefacts.src/sp1-1.jnnw
