gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp2-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=18104 nnue=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1496 / 18750 positions
  played 100 games, 2976 / 18750 positions
  played 150 games, 4480 / 18750 positions
  played 200 games, 5965 / 18750 positions
  played 250 games, 7472 / 18750 positions
  played 300 games, 8964 / 18750 positions
  played 350 games, 10537 / 18750 positions
  played 400 games, 12098 / 18750 positions
  played 450 games, 13763 / 18750 positions
  played 500 games, 15330 / 18750 positions
  played 550 games, 16955 / 18750 positions
  played 600 games, 18448 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp2-3.jnnw
