gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp2-9.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10393 nnue=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1564 / 18750 positions
  played 100 games, 3082 / 18750 positions
  played 150 games, 4716 / 18750 positions
  played 200 games, 6266 / 18750 positions
  played 250 games, 7773 / 18750 positions
  played 300 games, 9299 / 18750 positions
  played 350 games, 10952 / 18750 positions
  played 400 games, 12566 / 18750 positions
  played 450 games, 14161 / 18750 positions
  played 500 games, 15703 / 18750 positions
  played 550 games, 17339 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp2-9.jnnw
