gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp6-14.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10850 nnue=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1657 / 18750 positions
  played 100 games, 3294 / 18750 positions
  played 150 games, 4824 / 18750 positions
  played 200 games, 6404 / 18750 positions
  played 250 games, 8034 / 18750 positions
  played 300 games, 9591 / 18750 positions
  played 350 games, 11278 / 18750 positions
  played 400 games, 12822 / 18750 positions
  played 450 games, 14377 / 18750 positions
  played 500 games, 15923 / 18750 positions
  played 550 games, 17579 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp6-14.jnnw
