gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp1-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=22434 nnue=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1540 / 18750 positions
  played 100 games, 3083 / 18750 positions
  played 150 games, 4610 / 18750 positions
  played 200 games, 6149 / 18750 positions
  played 250 games, 7777 / 18750 positions
  played 300 games, 9332 / 18750 positions
  played 350 games, 10918 / 18750 positions
  played 400 games, 12311 / 18750 positions
  played 450 games, 13938 / 18750 positions
  played 500 games, 15476 / 18750 positions
  played 550 games, 16994 / 18750 positions
  played 600 games, 18653 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp1-1.jnnw
