gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp6-16.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=15206 nnue=/root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1552 / 18750 positions
  played 100 games, 3072 / 18750 positions
  played 150 games, 4647 / 18750 positions
  played 200 games, 6212 / 18750 positions
  played 250 games, 7736 / 18750 positions
  played 300 games, 9407 / 18750 positions
  played 350 games, 11002 / 18750 positions
  played 400 games, 12530 / 18750 positions
  played 450 games, 14176 / 18750 positions
  played 500 games, 15665 / 18750 positions
  played 550 games, 17114 / 18750 positions
  played 600 games, 18645 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0221-colorfold-loop/artefacts.src/sp6-16.jnnw
