gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp6-6.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=31020 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1531 / 37500 positions
  played 100 games, 3162 / 37500 positions
  played 150 games, 4812 / 37500 positions
  played 200 games, 6425 / 37500 positions
  played 250 games, 7915 / 37500 positions
  played 300 games, 9499 / 37500 positions
  played 350 games, 11198 / 37500 positions
  played 400 games, 12836 / 37500 positions
  played 450 games, 14388 / 37500 positions
  played 500 games, 15959 / 37500 positions
  played 550 games, 17559 / 37500 positions
  played 600 games, 19064 / 37500 positions
  played 650 games, 20674 / 37500 positions
  played 700 games, 22290 / 37500 positions
  played 750 games, 23878 / 37500 positions
  played 800 games, 25416 / 37500 positions
  played 850 games, 26988 / 37500 positions
  played 900 games, 28624 / 37500 positions
  played 950 games, 30294 / 37500 positions
  played 1000 games, 31836 / 37500 positions
  played 1050 games, 33384 / 37500 positions
  played 1100 games, 34936 / 37500 positions
  played 1150 games, 36447 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp6-6.jnnw
