gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp1-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=24788 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1565 / 37500 positions
  played 100 games, 3140 / 37500 positions
  played 150 games, 4646 / 37500 positions
  played 200 games, 6160 / 37500 positions
  played 250 games, 7722 / 37500 positions
  played 300 games, 9250 / 37500 positions
  played 350 games, 10834 / 37500 positions
  played 400 games, 12457 / 37500 positions
  played 450 games, 14094 / 37500 positions
  played 500 games, 15591 / 37500 positions
  played 550 games, 17101 / 37500 positions
  played 600 games, 18538 / 37500 positions
  played 650 games, 20093 / 37500 positions
  played 700 games, 21598 / 37500 positions
  played 750 games, 23234 / 37500 positions
  played 800 games, 24813 / 37500 positions
  played 850 games, 26419 / 37500 positions
  played 900 games, 27948 / 37500 positions
  played 950 games, 29511 / 37500 positions
  played 1000 games, 31102 / 37500 positions
  played 1050 games, 32705 / 37500 positions
  played 1100 games, 34275 / 37500 positions
  played 1150 games, 35867 / 37500 positions
  played 1200 games, 37368 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp1-2.jnnw
