gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp4-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=20234 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1572 / 37500 positions
  played 100 games, 3090 / 37500 positions
  played 150 games, 4714 / 37500 positions
  played 200 games, 6312 / 37500 positions
  played 250 games, 8012 / 37500 positions
  played 300 games, 9528 / 37500 positions
  played 350 games, 11065 / 37500 positions
  played 400 games, 12594 / 37500 positions
  played 450 games, 14195 / 37500 positions
  played 500 games, 15805 / 37500 positions
  played 550 games, 17371 / 37500 positions
  played 600 games, 18872 / 37500 positions
  played 650 games, 20492 / 37500 positions
  played 700 games, 22100 / 37500 positions
  played 750 games, 23650 / 37500 positions
  played 800 games, 25164 / 37500 positions
  played 850 games, 26730 / 37500 positions
  played 900 games, 28269 / 37500 positions
  played 950 games, 29881 / 37500 positions
  played 1000 games, 31590 / 37500 positions
  played 1050 games, 33235 / 37500 positions
  played 1100 games, 34713 / 37500 positions
  played 1150 games, 36276 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp4-2.jnnw
