gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp6-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=15082 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1618 / 37500 positions
  played 100 games, 3115 / 37500 positions
  played 150 games, 4711 / 37500 positions
  played 200 games, 6272 / 37500 positions
  played 250 games, 7795 / 37500 positions
  played 300 games, 9465 / 37500 positions
  played 350 games, 11016 / 37500 positions
  played 400 games, 12481 / 37500 positions
  played 450 games, 14105 / 37500 positions
  played 500 games, 15711 / 37500 positions
  played 550 games, 17189 / 37500 positions
  played 600 games, 18694 / 37500 positions
  played 650 games, 20158 / 37500 positions
  played 700 games, 21762 / 37500 positions
  played 750 games, 23353 / 37500 positions
  played 800 games, 24943 / 37500 positions
  played 850 games, 26466 / 37500 positions
  played 900 games, 27992 / 37500 positions
  played 950 games, 29549 / 37500 positions
  played 1000 games, 31201 / 37500 positions
  played 1050 games, 32772 / 37500 positions
  played 1100 games, 34275 / 37500 positions
  played 1150 games, 35847 / 37500 positions
  played 1200 games, 37428 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp6-2.jnnw
