gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp8-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=10433 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1660 / 37500 positions
  played 100 games, 3167 / 37500 positions
  played 150 games, 4752 / 37500 positions
  played 200 games, 6285 / 37500 positions
  played 250 games, 7935 / 37500 positions
  played 300 games, 9538 / 37500 positions
  played 350 games, 11120 / 37500 positions
  played 400 games, 12661 / 37500 positions
  played 450 games, 14257 / 37500 positions
  played 500 games, 15782 / 37500 positions
  played 550 games, 17303 / 37500 positions
  played 600 games, 18819 / 37500 positions
  played 650 games, 20339 / 37500 positions
  played 700 games, 21815 / 37500 positions
  played 750 games, 23327 / 37500 positions
  played 800 games, 24903 / 37500 positions
  played 850 games, 26539 / 37500 positions
  played 900 games, 28098 / 37500 positions
  played 950 games, 29730 / 37500 positions
  played 1000 games, 31248 / 37500 positions
  played 1050 games, 32786 / 37500 positions
  played 1100 games, 34420 / 37500 positions
  played 1150 games, 35988 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp8-7.jnnw
