gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp7-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=11387 nnue=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1623 / 37500 positions
  played 100 games, 3215 / 37500 positions
  played 150 games, 4754 / 37500 positions
  played 200 games, 6311 / 37500 positions
  played 250 games, 7738 / 37500 positions
  played 300 games, 9351 / 37500 positions
  played 350 games, 10888 / 37500 positions
  played 400 games, 12463 / 37500 positions
  played 450 games, 14060 / 37500 positions
  played 500 games, 15649 / 37500 positions
  played 550 games, 17210 / 37500 positions
  played 600 games, 18821 / 37500 positions
  played 650 games, 20405 / 37500 positions
  played 700 games, 21957 / 37500 positions
  played 750 games, 23606 / 37500 positions
  played 800 games, 25151 / 37500 positions
  played 850 games, 26650 / 37500 positions
  played 900 games, 28249 / 37500 positions
  played 950 games, 29793 / 37500 positions
  played 1000 games, 31349 / 37500 positions
  played 1050 games, 32926 / 37500 positions
  played 1100 games, 34608 / 37500 positions
  played 1150 games, 36213 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp7-5.jnnw
