gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp0-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=30191 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1614 / 25000 positions
  played 100 games, 3148 / 25000 positions
  played 150 games, 4565 / 25000 positions
  played 200 games, 6217 / 25000 positions
  played 250 games, 7750 / 25000 positions
  played 300 games, 9209 / 25000 positions
  played 350 games, 10819 / 25000 positions
  played 400 games, 12303 / 25000 positions
  played 450 games, 13916 / 25000 positions
  played 500 games, 15451 / 25000 positions
  played 550 games, 17117 / 25000 positions
  played 600 games, 18774 / 25000 positions
  played 650 games, 20408 / 25000 positions
  played 700 games, 22003 / 25000 positions
  played 750 games, 23592 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0220-menonly-loop/artefacts.src/sp0-7.jnnw
