gen-data-wdl: n=187500 out=/root/jass/jobs/results/ccx33-0313-endgame-data-gen/artefacts.src/self-3.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=55416 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1278 / 187500 positions
  played 100 games, 2606 / 187500 positions
  played 150 games, 3886 / 187500 positions
  played 200 games, 5234 / 187500 positions
  played 250 games, 6553 / 187500 positions
  played 300 games, 7863 / 187500 positions
  played 350 games, 9278 / 187500 positions
  played 400 games, 10542 / 187500 positions
  played 450 games, 11845 / 187500 positions
  played 500 games, 13112 / 187500 positions
  played 550 games, 14421 / 187500 positions
  played 600 games, 15680 / 187500 positions
  played 650 games, 16923 / 187500 positions
  played 700 games, 18220 / 187500 positions
  played 750 games, 19563 / 187500 positions
  played 800 games, 20885 / 187500 positions
  played 850 games, 22157 / 187500 positions
  played 900 games, 23464 / 187500 positions
  played 950 games, 24706 / 187500 positions
  played 1000 games, 26028 / 187500 positions
  played 1050 games, 27316 / 187500 positions
  played 1100 games, 28626 / 187500 positions
  played 1150 games, 29985 / 187500 positions
  played 1200 games, 31303 / 187500 positions
  played 1250 games, 32623 / 187500 positions
  played 1300 games, 33918 / 187500 positions
  played 1350 games, 35192 / 187500 positions
  played 1400 games, 36439 / 187500 positions
  played 1450 games, 37742 / 187500 positions
  played 1500 games, 39047 / 187500 positions
  played 1550 games, 40317 / 187500 positions
  played 1600 games, 41625 / 187500 positions
  played 1650 games, 42911 / 187500 positions
  played 1700 games, 44188 / 187500 positions
  played 1750 games, 45448 / 187500 positions
  played 1800 games, 46776 / 187500 positions
  played 1850 games, 48030 / 187500 positions
  played 1900 games, 49341 / 187500 positions
  played 1950 games, 50630 / 187500 positions
  played 2000 games, 52011 / 187500 positions
  played 2050 games, 53382 / 187500 positions
  played 2100 games, 54731 / 187500 positions
  played 2150 games, 56008 / 187500 positions
  played 2200 games, 57367 / 187500 positions
  played 2250 games, 58694 / 187500 positions
  played 2300 games, 60069 / 187500 positions
  played 2350 games, 61363 / 187500 positions
  played 2400 games, 62677 / 187500 positions
  played 2450 games, 64033 / 187500 positions
  played 2500 games, 65306 / 187500 positions
  played 2550 games, 66603 / 187500 positions
  played 2600 games, 67913 / 187500 positions
  played 2650 games, 69237 / 187500 positions
  played 2700 games, 70519 / 187500 positions
  played 2750 games, 71769 / 187500 positions
  played 2800 games, 73007 / 187500 positions
  played 2850 games, 74344 / 187500 positions
  played 2900 games, 75550 / 187500 positions
  played 2950 games, 76806 / 187500 positions
  played 3000 games, 78128 / 187500 positions
  played 3050 games, 79404 / 187500 positions
  played 3100 games, 80737 / 187500 positions
  played 3150 games, 82081 / 187500 positions
  played 3200 games, 83372 / 187500 positions
  played 3250 games, 84689 / 187500 positions
  played 3300 games, 85959 / 187500 positions
  played 3350 games, 87178 / 187500 positions
  played 3400 games, 88417 / 187500 positions
  played 3450 games, 89767 / 187500 positions
  played 3500 games, 91112 / 187500 positions
  played 3550 games, 92392 / 187500 positions
  played 3600 games, 93680 / 187500 positions
  played 3650 games, 95009 / 187500 positions
  played 3700 games, 96296 / 187500 positions
  played 3750 games, 97537 / 187500 positions
  played 3800 games, 98910 / 187500 positions
  played 3850 games, 100194 / 187500 positions
  played 3900 games, 101483 / 187500 positions
  played 3950 games, 102742 / 187500 positions
  played 4000 games, 104029 / 187500 positions
  played 4050 games, 105411 / 187500 positions
  played 4100 games, 106720 / 187500 positions
  played 4150 games, 108051 / 187500 positions
  played 4200 games, 109334 / 187500 positions
  played 4250 games, 110665 / 187500 positions
  played 4300 games, 111965 / 187500 positions
  played 4350 games, 113214 / 187500 positions
  played 4400 games, 114531 / 187500 positions
  played 4450 games, 115860 / 187500 positions
  played 4500 games, 117212 / 187500 positions
  played 4550 games, 118553 / 187500 positions
  played 4600 games, 119932 / 187500 positions
  played 4650 games, 121215 / 187500 positions
  played 4700 games, 122499 / 187500 positions
  played 4750 games, 123790 / 187500 positions
  played 4800 games, 125044 / 187500 positions
  played 4850 games, 126289 / 187500 positions
  played 4900 games, 127638 / 187500 positions
  played 4950 games, 128949 / 187500 positions
  played 5000 games, 130279 / 187500 positions
  played 5050 games, 131616 / 187500 positions
  played 5100 games, 133007 / 187500 positions
  played 5150 games, 134376 / 187500 positions
  played 5200 games, 135647 / 187500 positions
  played 5250 games, 136961 / 187500 positions
  played 5300 games, 138231 / 187500 positions
  played 5350 games, 139527 / 187500 positions
  played 5400 games, 140749 / 187500 positions
  played 5450 games, 142009 / 187500 positions
  played 5500 games, 143297 / 187500 positions
  played 5550 games, 144610 / 187500 positions
  played 5600 games, 145945 / 187500 positions
  played 5650 games, 147233 / 187500 positions
  played 5700 games, 148523 / 187500 positions
  played 5750 games, 149854 / 187500 positions
  played 5800 games, 151152 / 187500 positions
  played 5850 games, 152496 / 187500 positions
  played 5900 games, 153874 / 187500 positions
  played 5950 games, 155244 / 187500 positions
  played 6000 games, 156557 / 187500 positions
  played 6050 games, 157825 / 187500 positions
  played 6100 games, 159104 / 187500 positions
  played 6150 games, 160398 / 187500 positions
  played 6200 games, 161670 / 187500 positions
  played 6250 games, 163047 / 187500 positions
  played 6300 games, 164291 / 187500 positions
  played 6350 games, 165627 / 187500 positions
  played 6400 games, 166981 / 187500 positions
  played 6450 games, 168242 / 187500 positions
  played 6500 games, 169550 / 187500 positions
  played 6550 games, 170829 / 187500 positions
  played 6600 games, 172058 / 187500 positions
  played 6650 games, 173313 / 187500 positions
  played 6700 games, 174634 / 187500 positions
  played 6750 games, 175938 / 187500 positions
  played 6800 games, 177207 / 187500 positions
  played 6850 games, 178574 / 187500 positions
  played 6900 games, 179910 / 187500 positions
  played 6950 games, 181165 / 187500 positions
  played 7000 games, 182434 / 187500 positions
  played 7050 games, 183723 / 187500 positions
  played 7100 games, 185023 / 187500 positions
  played 7150 games, 186390 / 187500 positions
wrote 187500 WDL records to /root/jass/jobs/results/ccx33-0313-endgame-data-gen/artefacts.src/self-3.jnnw
