gen-data-wdl: n=187500 out=/root/jass/jobs/results/ccx33-0313-endgame-data-gen/artefacts.src/self-4.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=24244 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1307 / 187500 positions
  played 100 games, 2623 / 187500 positions
  played 150 games, 3955 / 187500 positions
  played 200 games, 5254 / 187500 positions
  played 250 games, 6570 / 187500 positions
  played 300 games, 7894 / 187500 positions
  played 350 games, 9232 / 187500 positions
  played 400 games, 10549 / 187500 positions
  played 450 games, 11844 / 187500 positions
  played 500 games, 13139 / 187500 positions
  played 550 games, 14452 / 187500 positions
  played 600 games, 15738 / 187500 positions
  played 650 games, 17023 / 187500 positions
  played 700 games, 18296 / 187500 positions
  played 750 games, 19626 / 187500 positions
  played 800 games, 20942 / 187500 positions
  played 850 games, 22248 / 187500 positions
  played 900 games, 23545 / 187500 positions
  played 950 games, 24885 / 187500 positions
  played 1000 games, 26222 / 187500 positions
  played 1050 games, 27549 / 187500 positions
  played 1100 games, 28829 / 187500 positions
  played 1150 games, 30139 / 187500 positions
  played 1200 games, 31401 / 187500 positions
  played 1250 games, 32706 / 187500 positions
  played 1300 games, 33959 / 187500 positions
  played 1350 games, 35229 / 187500 positions
  played 1400 games, 36600 / 187500 positions
  played 1450 games, 37932 / 187500 positions
  played 1500 games, 39253 / 187500 positions
  played 1550 games, 40562 / 187500 positions
  played 1600 games, 41873 / 187500 positions
  played 1650 games, 43183 / 187500 positions
  played 1700 games, 44509 / 187500 positions
  played 1750 games, 45808 / 187500 positions
  played 1800 games, 47081 / 187500 positions
  played 1850 games, 48348 / 187500 positions
  played 1900 games, 49673 / 187500 positions
  played 1950 games, 51038 / 187500 positions
  played 2000 games, 52324 / 187500 positions
  played 2050 games, 53627 / 187500 positions
  played 2100 games, 54914 / 187500 positions
  played 2150 games, 56229 / 187500 positions
  played 2200 games, 57552 / 187500 positions
  played 2250 games, 58885 / 187500 positions
  played 2300 games, 60219 / 187500 positions
  played 2350 games, 61515 / 187500 positions
  played 2400 games, 62834 / 187500 positions
  played 2450 games, 64157 / 187500 positions
  played 2500 games, 65410 / 187500 positions
  played 2550 games, 66711 / 187500 positions
  played 2600 games, 68068 / 187500 positions
  played 2650 games, 69395 / 187500 positions
  played 2700 games, 70675 / 187500 positions
  played 2750 games, 72026 / 187500 positions
  played 2800 games, 73374 / 187500 positions
  played 2850 games, 74651 / 187500 positions
  played 2900 games, 75933 / 187500 positions
  played 2950 games, 77232 / 187500 positions
  played 3000 games, 78481 / 187500 positions
  played 3050 games, 79813 / 187500 positions
  played 3100 games, 81107 / 187500 positions
  played 3150 games, 82388 / 187500 positions
  played 3200 games, 83654 / 187500 positions
  played 3250 games, 84938 / 187500 positions
  played 3300 games, 86223 / 187500 positions
  played 3350 games, 87516 / 187500 positions
  played 3400 games, 88882 / 187500 positions
  played 3450 games, 90183 / 187500 positions
  played 3500 games, 91510 / 187500 positions
  played 3550 games, 92855 / 187500 positions
  played 3600 games, 94179 / 187500 positions
  played 3650 games, 95471 / 187500 positions
  played 3700 games, 96753 / 187500 positions
  played 3750 games, 98102 / 187500 positions
  played 3800 games, 99443 / 187500 positions
  played 3850 games, 100715 / 187500 positions
  played 3900 games, 101977 / 187500 positions
  played 3950 games, 103321 / 187500 positions
  played 4000 games, 104594 / 187500 positions
  played 4050 games, 105940 / 187500 positions
  played 4100 games, 107255 / 187500 positions
  played 4150 games, 108514 / 187500 positions
  played 4200 games, 109858 / 187500 positions
  played 4250 games, 111196 / 187500 positions
  played 4300 games, 112514 / 187500 positions
  played 4350 games, 113829 / 187500 positions
  played 4400 games, 115165 / 187500 positions
  played 4450 games, 116525 / 187500 positions
  played 4500 games, 117856 / 187500 positions
  played 4550 games, 119194 / 187500 positions
  played 4600 games, 120582 / 187500 positions
  played 4650 games, 121925 / 187500 positions
  played 4700 games, 123178 / 187500 positions
  played 4750 games, 124496 / 187500 positions
  played 4800 games, 125715 / 187500 positions
  played 4850 games, 126947 / 187500 positions
  played 4900 games, 128229 / 187500 positions
  played 4950 games, 129528 / 187500 positions
  played 5000 games, 130864 / 187500 positions
  played 5050 games, 132211 / 187500 positions
  played 5100 games, 133523 / 187500 positions
  played 5150 games, 134888 / 187500 positions
  played 5200 games, 136227 / 187500 positions
  played 5250 games, 137566 / 187500 positions
  played 5300 games, 138972 / 187500 positions
  played 5350 games, 140298 / 187500 positions
  played 5400 games, 141612 / 187500 positions
  played 5450 games, 142885 / 187500 positions
  played 5500 games, 144163 / 187500 positions
  played 5550 games, 145471 / 187500 positions
  played 5600 games, 146754 / 187500 positions
  played 5650 games, 148032 / 187500 positions
  played 5700 games, 149321 / 187500 positions
  played 5750 games, 150626 / 187500 positions
  played 5800 games, 151920 / 187500 positions
  played 5850 games, 153192 / 187500 positions
  played 5900 games, 154490 / 187500 positions
  played 5950 games, 155758 / 187500 positions
  played 6000 games, 157041 / 187500 positions
  played 6050 games, 158290 / 187500 positions
  played 6100 games, 159673 / 187500 positions
  played 6150 games, 160951 / 187500 positions
  played 6200 games, 162246 / 187500 positions
  played 6250 games, 163621 / 187500 positions
  played 6300 games, 164900 / 187500 positions
  played 6350 games, 166229 / 187500 positions
  played 6400 games, 167535 / 187500 positions
  played 6450 games, 168831 / 187500 positions
  played 6500 games, 170226 / 187500 positions
  played 6550 games, 171547 / 187500 positions
  played 6600 games, 172845 / 187500 positions
  played 6650 games, 174220 / 187500 positions
  played 6700 games, 175507 / 187500 positions
  played 6750 games, 176849 / 187500 positions
  played 6800 games, 178141 / 187500 positions
  played 6850 games, 179453 / 187500 positions
  played 6900 games, 180758 / 187500 positions
  played 6950 games, 182114 / 187500 positions
  played 7000 games, 183382 / 187500 positions
  played 7050 games, 184674 / 187500 positions
  played 7100 games, 186056 / 187500 positions
  played 7150 games, 187363 / 187500 positions
wrote 187500 WDL records to /root/jass/jobs/results/ccx33-0313-endgame-data-gen/artefacts.src/self-4.jnnw
