0	0	0	0	NA	buildfail
1	0	0	1	NA	buildfail
0	1	0	1	NA	buildfail
1	1	0	0	NA	buildfail
0	0	1	1	NA	buildfail
1	0	1	0	NA	buildfail
0	1	1	0	NA	buildfail
1	1	1	1	NA	buildfail
