gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp2-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=25845 nnue=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1542 / 37500 positions
  played 100 games, 3020 / 37500 positions
  played 150 games, 4535 / 37500 positions
  played 200 games, 6129 / 37500 positions
  played 250 games, 7609 / 37500 positions
  played 300 games, 9125 / 37500 positions
  played 350 games, 10635 / 37500 positions
  played 400 games, 12220 / 37500 positions
  played 450 games, 13669 / 37500 positions
  played 500 games, 15292 / 37500 positions
  played 550 games, 16783 / 37500 positions
  played 600 games, 18305 / 37500 positions
  played 650 games, 19841 / 37500 positions
  played 700 games, 21374 / 37500 positions
  played 750 games, 22932 / 37500 positions
  played 800 games, 24558 / 37500 positions
  played 850 games, 26145 / 37500 positions
  played 900 games, 27760 / 37500 positions
  played 950 games, 29266 / 37500 positions
  played 1000 games, 30756 / 37500 positions
  played 1050 games, 32310 / 37500 positions
  played 1100 games, 33979 / 37500 positions
  played 1150 games, 35443 / 37500 positions
  played 1200 games, 36979 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp2-4.jnnw
