gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp2-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29799 nnue=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1546 / 37500 positions
  played 100 games, 3049 / 37500 positions
  played 150 games, 4592 / 37500 positions
  played 200 games, 6112 / 37500 positions
  played 250 games, 7725 / 37500 positions
  played 300 games, 9321 / 37500 positions
  played 350 games, 10802 / 37500 positions
  played 400 games, 12371 / 37500 positions
  played 450 games, 13950 / 37500 positions
  played 500 games, 15445 / 37500 positions
  played 550 games, 16974 / 37500 positions
  played 600 games, 18436 / 37500 positions
  played 650 games, 20082 / 37500 positions
  played 700 games, 21561 / 37500 positions
  played 750 games, 23086 / 37500 positions
  played 800 games, 24649 / 37500 positions
  played 850 games, 26099 / 37500 positions
  played 900 games, 27661 / 37500 positions
  played 950 games, 29222 / 37500 positions
  played 1000 games, 30811 / 37500 positions
  played 1050 games, 32389 / 37500 positions
  played 1100 games, 33934 / 37500 positions
  played 1150 games, 35358 / 37500 positions
  played 1200 games, 36955 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp2-3.jnnw
