gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp0-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=18799 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1595 / 25000 positions
  played 100 games, 3193 / 25000 positions
  played 150 games, 4757 / 25000 positions
  played 200 games, 6398 / 25000 positions
  played 250 games, 7967 / 25000 positions
  played 300 games, 9560 / 25000 positions
  played 350 games, 11156 / 25000 positions
  played 400 games, 12667 / 25000 positions
  played 450 games, 14203 / 25000 positions
  played 500 games, 15784 / 25000 positions
  played 550 games, 17359 / 25000 positions
  played 600 games, 19001 / 25000 positions
  played 650 games, 20636 / 25000 positions
  played 700 games, 22174 / 25000 positions
  played 750 games, 23682 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp0-3.jnnw
