gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp0-4.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=23237 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1562 / 25000 positions
  played 100 games, 3162 / 25000 positions
  played 150 games, 4734 / 25000 positions
  played 200 games, 6299 / 25000 positions
  played 250 games, 7823 / 25000 positions
  played 300 games, 9592 / 25000 positions
  played 350 games, 11117 / 25000 positions
  played 400 games, 12654 / 25000 positions
  played 450 games, 14240 / 25000 positions
  played 500 games, 15817 / 25000 positions
  played 550 games, 17364 / 25000 positions
  played 600 games, 19023 / 25000 positions
  played 650 games, 20663 / 25000 positions
  played 700 games, 22307 / 25000 positions
  played 750 games, 23923 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp0-4.jnnw
