gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp8-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=28851 nnue=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1586 / 37500 positions
  played 100 games, 3133 / 37500 positions
  played 150 games, 4637 / 37500 positions
  played 200 games, 6144 / 37500 positions
  played 250 games, 7675 / 37500 positions
  played 300 games, 9211 / 37500 positions
  played 350 games, 10671 / 37500 positions
  played 400 games, 12226 / 37500 positions
  played 450 games, 13779 / 37500 positions
  played 500 games, 15344 / 37500 positions
  played 550 games, 16835 / 37500 positions
  played 600 games, 18333 / 37500 positions
  played 650 games, 19845 / 37500 positions
  played 700 games, 21424 / 37500 positions
  played 750 games, 22991 / 37500 positions
  played 800 games, 24413 / 37500 positions
  played 850 games, 25957 / 37500 positions
  played 900 games, 27498 / 37500 positions
  played 950 games, 29042 / 37500 positions
  played 1000 games, 30695 / 37500 positions
  played 1050 games, 32190 / 37500 positions
  played 1100 games, 33642 / 37500 positions
  played 1150 games, 35182 / 37500 positions
  played 1200 games, 36758 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp8-7.jnnw
