gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp1-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=22240 nnue=/root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1583 / 37500 positions
  played 100 games, 3112 / 37500 positions
  played 150 games, 4644 / 37500 positions
  played 200 games, 6168 / 37500 positions
  played 250 games, 7703 / 37500 positions
  played 300 games, 9187 / 37500 positions
  played 350 games, 10709 / 37500 positions
  played 400 games, 12322 / 37500 positions
  played 450 games, 13866 / 37500 positions
  played 500 games, 15341 / 37500 positions
  played 550 games, 16906 / 37500 positions
  played 600 games, 18413 / 37500 positions
  played 650 games, 19832 / 37500 positions
  played 700 games, 21282 / 37500 positions
  played 750 games, 22810 / 37500 positions
  played 800 games, 24378 / 37500 positions
  played 850 games, 25929 / 37500 positions
  played 900 games, 27416 / 37500 positions
  played 950 games, 28944 / 37500 positions
  played 1000 games, 30423 / 37500 positions
  played 1050 games, 31944 / 37500 positions
  played 1100 games, 33405 / 37500 positions
  played 1150 games, 34924 / 37500 positions
  played 1200 games, 36623 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0229-lrclosed-fullfold-d4/artefacts.src/sp1-5.jnnw
