gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-15.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=106350 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1220 / 93750 positions
  played 100 games, 2537 / 93750 positions
  played 150 games, 3881 / 93750 positions
  played 200 games, 5183 / 93750 positions
  played 250 games, 6422 / 93750 positions
  played 300 games, 7729 / 93750 positions
  played 350 games, 9145 / 93750 positions
  played 400 games, 10480 / 93750 positions
  played 450 games, 11832 / 93750 positions
  played 500 games, 13146 / 93750 positions
  played 550 games, 14385 / 93750 positions
  played 600 games, 15705 / 93750 positions
  played 650 games, 17013 / 93750 positions
  played 700 games, 18394 / 93750 positions
  played 750 games, 19642 / 93750 positions
  played 800 games, 20917 / 93750 positions
  played 850 games, 22179 / 93750 positions
  played 900 games, 23373 / 93750 positions
  played 950 games, 24713 / 93750 positions
  played 1000 games, 25969 / 93750 positions
  played 1050 games, 27316 / 93750 positions
  played 1100 games, 28701 / 93750 positions
  played 1150 games, 30001 / 93750 positions
  played 1200 games, 31254 / 93750 positions
  played 1250 games, 32556 / 93750 positions
  played 1300 games, 33896 / 93750 positions
  played 1350 games, 35293 / 93750 positions
  played 1400 games, 36597 / 93750 positions
  played 1450 games, 37870 / 93750 positions
  played 1500 games, 39105 / 93750 positions
  played 1550 games, 40401 / 93750 positions
  played 1600 games, 41666 / 93750 positions
  played 1650 games, 42972 / 93750 positions
  played 1700 games, 44292 / 93750 positions
  played 1750 games, 45587 / 93750 positions
  played 1800 games, 46892 / 93750 positions
  played 1850 games, 48217 / 93750 positions
  played 1900 games, 49470 / 93750 positions
  played 1950 games, 50698 / 93750 positions
  played 2000 games, 51999 / 93750 positions
  played 2050 games, 53278 / 93750 positions
  played 2100 games, 54582 / 93750 positions
  played 2150 games, 55904 / 93750 positions
  played 2200 games, 57190 / 93750 positions
  played 2250 games, 58518 / 93750 positions
  played 2300 games, 59769 / 93750 positions
  played 2350 games, 61060 / 93750 positions
  played 2400 games, 62355 / 93750 positions
  played 2450 games, 63677 / 93750 positions
  played 2500 games, 64982 / 93750 positions
  played 2550 games, 66233 / 93750 positions
  played 2600 games, 67552 / 93750 positions
  played 2650 games, 68858 / 93750 positions
  played 2700 games, 70153 / 93750 positions
  played 2750 games, 71458 / 93750 positions
  played 2800 games, 72765 / 93750 positions
  played 2850 games, 74116 / 93750 positions
  played 2900 games, 75482 / 93750 positions
  played 2950 games, 76828 / 93750 positions
  played 3000 games, 78177 / 93750 positions
  played 3050 games, 79485 / 93750 positions
  played 3100 games, 80776 / 93750 positions
  played 3150 games, 82077 / 93750 positions
  played 3200 games, 83342 / 93750 positions
  played 3250 games, 84626 / 93750 positions
  played 3300 games, 85951 / 93750 positions
  played 3350 games, 87289 / 93750 positions
  played 3400 games, 88604 / 93750 positions
  played 3450 games, 89928 / 93750 positions
  played 3500 games, 91247 / 93750 positions
  played 3550 games, 92606 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-15.jnnw
