gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-6.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=173820 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1346 / 93750 positions
  played 100 games, 2659 / 93750 positions
  played 150 games, 3965 / 93750 positions
  played 200 games, 5225 / 93750 positions
  played 250 games, 6480 / 93750 positions
  played 300 games, 7789 / 93750 positions
  played 350 games, 9122 / 93750 positions
  played 400 games, 10352 / 93750 positions
  played 450 games, 11634 / 93750 positions
  played 500 games, 12928 / 93750 positions
  played 550 games, 14272 / 93750 positions
  played 600 games, 15551 / 93750 positions
  played 650 games, 16944 / 93750 positions
  played 700 games, 18258 / 93750 positions
  played 750 games, 19545 / 93750 positions
  played 800 games, 20876 / 93750 positions
  played 850 games, 22182 / 93750 positions
  played 900 games, 23517 / 93750 positions
  played 950 games, 24794 / 93750 positions
  played 1000 games, 26070 / 93750 positions
  played 1050 games, 27370 / 93750 positions
  played 1100 games, 28692 / 93750 positions
  played 1150 games, 30001 / 93750 positions
  played 1200 games, 31288 / 93750 positions
  played 1250 games, 32575 / 93750 positions
  played 1300 games, 33946 / 93750 positions
  played 1350 games, 35256 / 93750 positions
  played 1400 games, 36586 / 93750 positions
  played 1450 games, 37866 / 93750 positions
  played 1500 games, 39163 / 93750 positions
  played 1550 games, 40489 / 93750 positions
  played 1600 games, 41763 / 93750 positions
  played 1650 games, 43096 / 93750 positions
  played 1700 games, 44373 / 93750 positions
  played 1750 games, 45609 / 93750 positions
  played 1800 games, 46927 / 93750 positions
  played 1850 games, 48231 / 93750 positions
  played 1900 games, 49539 / 93750 positions
  played 1950 games, 50796 / 93750 positions
  played 2000 games, 52126 / 93750 positions
  played 2050 games, 53403 / 93750 positions
  played 2100 games, 54680 / 93750 positions
  played 2150 games, 56014 / 93750 positions
  played 2200 games, 57357 / 93750 positions
  played 2250 games, 58674 / 93750 positions
  played 2300 games, 59967 / 93750 positions
  played 2350 games, 61250 / 93750 positions
  played 2400 games, 62533 / 93750 positions
  played 2450 games, 63808 / 93750 positions
  played 2500 games, 65097 / 93750 positions
  played 2550 games, 66396 / 93750 positions
  played 2600 games, 67669 / 93750 positions
  played 2650 games, 68978 / 93750 positions
  played 2700 games, 70255 / 93750 positions
  played 2750 games, 71529 / 93750 positions
  played 2800 games, 72829 / 93750 positions
  played 2850 games, 74151 / 93750 positions
  played 2900 games, 75473 / 93750 positions
  played 2950 games, 76761 / 93750 positions
  played 3000 games, 78054 / 93750 positions
  played 3050 games, 79353 / 93750 positions
  played 3100 games, 80732 / 93750 positions
  played 3150 games, 82010 / 93750 positions
  played 3200 games, 83322 / 93750 positions
  played 3250 games, 84698 / 93750 positions
  played 3300 games, 85988 / 93750 positions
  played 3350 games, 87228 / 93750 positions
  played 3400 games, 88619 / 93750 positions
  played 3450 games, 89858 / 93750 positions
  played 3500 games, 91173 / 93750 positions
  played 3550 games, 92444 / 93750 positions
  played 3600 games, 93750 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-6.jnnw
