gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-10.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=238840 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1380 / 93750 positions
  played 100 games, 2635 / 93750 positions
  played 150 games, 3987 / 93750 positions
  played 200 games, 5319 / 93750 positions
  played 250 games, 6613 / 93750 positions
  played 300 games, 7872 / 93750 positions
  played 350 games, 9190 / 93750 positions
  played 400 games, 10448 / 93750 positions
  played 450 games, 11754 / 93750 positions
  played 500 games, 13022 / 93750 positions
  played 550 games, 14325 / 93750 positions
  played 600 games, 15645 / 93750 positions
  played 650 games, 16894 / 93750 positions
  played 700 games, 18119 / 93750 positions
  played 750 games, 19397 / 93750 positions
  played 800 games, 20698 / 93750 positions
  played 850 games, 21961 / 93750 positions
  played 900 games, 23214 / 93750 positions
  played 950 games, 24507 / 93750 positions
  played 1000 games, 25794 / 93750 positions
  played 1050 games, 27097 / 93750 positions
  played 1100 games, 28406 / 93750 positions
  played 1150 games, 29730 / 93750 positions
  played 1200 games, 31088 / 93750 positions
  played 1250 games, 32369 / 93750 positions
  played 1300 games, 33688 / 93750 positions
  played 1350 games, 35002 / 93750 positions
  played 1400 games, 36331 / 93750 positions
  played 1450 games, 37658 / 93750 positions
  played 1500 games, 38996 / 93750 positions
  played 1550 games, 40331 / 93750 positions
  played 1600 games, 41661 / 93750 positions
  played 1650 games, 42965 / 93750 positions
  played 1700 games, 44317 / 93750 positions
  played 1750 games, 45648 / 93750 positions
  played 1800 games, 46879 / 93750 positions
  played 1850 games, 48219 / 93750 positions
  played 1900 games, 49507 / 93750 positions
  played 1950 games, 50859 / 93750 positions
  played 2000 games, 52206 / 93750 positions
  played 2050 games, 53527 / 93750 positions
  played 2100 games, 54819 / 93750 positions
  played 2150 games, 56088 / 93750 positions
  played 2200 games, 57383 / 93750 positions
  played 2250 games, 58721 / 93750 positions
  played 2300 games, 60074 / 93750 positions
  played 2350 games, 61391 / 93750 positions
  played 2400 games, 62712 / 93750 positions
  played 2450 games, 64004 / 93750 positions
  played 2500 games, 65408 / 93750 positions
  played 2550 games, 66712 / 93750 positions
  played 2600 games, 67950 / 93750 positions
  played 2650 games, 69352 / 93750 positions
  played 2700 games, 70667 / 93750 positions
  played 2750 games, 72032 / 93750 positions
  played 2800 games, 73302 / 93750 positions
  played 2850 games, 74591 / 93750 positions
  played 2900 games, 75883 / 93750 positions
  played 2950 games, 77234 / 93750 positions
  played 3000 games, 78598 / 93750 positions
  played 3050 games, 79915 / 93750 positions
  played 3100 games, 81229 / 93750 positions
  played 3150 games, 82571 / 93750 positions
  played 3200 games, 83898 / 93750 positions
  played 3250 games, 85251 / 93750 positions
  played 3300 games, 86569 / 93750 positions
  played 3350 games, 87823 / 93750 positions
  played 3400 games, 89142 / 93750 positions
  played 3450 games, 90437 / 93750 positions
  played 3500 games, 91723 / 93750 positions
  played 3550 games, 93062 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-10.jnnw
